Number,Content
"""Sentence 50","we can see that r3 is being used for the counter for this loop, then the blt instruction is executed which branches if the first operand is less than the second."
"""Sentence 51","in x86, this is the equivalent of jle."
"""Sentence 52","please note in earlier versions of this malware a thread used to be created to backdoora, however not anymore."
"""Sentence 53","image-title-here{:class=img-responsive}

the way the malware gets information regarding the network adapter is reading the /proc/net/dev file."
"""Sentence 54",it then seeks to the start of the file; and parses it to get the local ip address from the default adapter.
"""Sentence 55","what i found strange about this sample of malware is that it created statistics which had no real meaning, for example it would create a random value and use it as the network speed."
"""Sentence 56","in the subroutine fake_net_speed we can see srandom is seeded with time — we pass the first parameter ‘0’ into time as we have no structure to fill (usually, a pointer to time_t would be passed into this function)."
"""Sentence 57",we then move the result of time into r3; then back into r0 to be a parameter for srandom — this is most likely the compiler being strange for some reason or another.
"""Sentence 58","image-title-here{:class=img-responsive}

the value generated by this call is then used in a sprintf statement to create a string which represents the network speed in mega bytes per second (apparently)."
"""Sentence 59","this is super weird, the malware is creating a fake network speed for some reason.. the only conclusion i can come to regarding this is that someone has hired a programmer and they have failed to implement this feature — so they’re faking it to their client/boss etc."
"""Sentence 60","these values are then sent within this subroutine to the main c2..

communication initialisation
after all of these operations we finally come to the main core of the bot; the part where it connects to the c2 and receives commands."
"""Sentence 61","the procedure connectserver (which is at 0xca1c) is called from the main body of the function, this then branches to serverconnectcli (0xb5bc) which returns a socket to the c2 server."
"""Sentence 62",the global variable mainsocket is then set to this value.
"""Sentence 63","diving into serverconnectcli..

serverconnectcli starts by creating a socket of protocol type tcp, if this operation is not successful then the assembly branches off to a subroutine at 0xb654 which displays the error by calling the perror(..) function to display a human readable error."
"""Sentence 64","image-title-here{:class=img-responsive}

for those of you familiar with c, this is like doing:

r0 = socket(af_inet, sock_stream, ipproto_tcp);
the port that we are going to connect to is partly obfuscated by the author."
"""Sentence 65",the original number is loaded into the register r3.
"""Sentence 66",we then shift this value by 16 bytes (0x10) to the left (we can see this being done in the lsl instruction.
"""Sentence 67",we then shift is again to the right by 16 bytes.
"""Sentence 68","then again, this may of have been put in there by the compiler."
"""Sentence 69",i've put the assembly down below so you can see clearly whats happening.
"""Sentence 70","mov r3, r0
strh r3, [r3, #0x104]
lsl r3, r3, #0x10 // shift r3 right by 0x10
lrl r3, r3, #0x10 // shift r3 left by 0x10
mov r0, r3
bl htons
could look at it this way in pseudocode..

r3 = ((r3 << 0x10) >> 0x10)
the bot has a symbol named analysisaddress at at 0xb1b8, at first sight one may think this is to divert the attention of researchers — but all this subroutine does is setup a hostent struct (http://man7.org/linux/man-pages/man3/gethostbyname.3.html) which we’ll use later on for the connection."
"""Sentence 71",we pass in the first parameter in the register ‘r0’ from the location 0xc1fc8 which has the value of 61.147.91.53. we put the return value os gethostbyname into register r3 then preform some arithmetic on it.
"""Sentence 72","the malware does two calls to setsockopt, passing the ip_drop_source_membership flag and the after the above has completed the the malware does a call to connect to make an initial connection to the c2 server and then does a mixture of select and getsockopt calls on the socket to ensure that the non-blocking socket has successfully connected."
"""Sentence 73",if the connection is not successful the malware will close the socket and exit.
"""Sentence 74",once we have a working socket returned from serverconnectcli we then set the value of the global variable mainsocket to the return value.
"""Sentence 75",the malware then goes on to getting more statistics from the infected box.
"""Sentence 76","first of all, it grabs the username from the user running the executable which is placed into ‘r11’."
"""Sentence 77","we can see that if the ‘uname’ call fails then “unknown” will be copied into the destination buffer which originally resided in r11, else if it is successful, will branch to 0xca8c."
"""Sentence 78","image-title-here{:class=img-responsive}

more information is gathered about the infected host via the getcpuinfo function."
"""Sentence 79",although this is self explanatory i’ll explain it anyways.
"""Sentence 80",the virtual file /proc/cpuinfo is opened and read in words until an eof (-1) is hit whilst reading the file chunk by chunk — then fclose is called to free up the opened file.
"""Sentence 81",the number of cpus is then passed back out from this method and the clock speed in mhz too.
"""Sentence 82",the malware then calls sysinfo(..) and reads into the struct (also named sysinfo) which is originally located in r3.
"""Sentence 83","we then read several members of this struct, such as the total amount of swap, total amount of ram etc.. this is all then formatted and output into a string."
"""Sentence 84",we can see here that the threat actor seems to be joking about by using the string ‘hacker’.. the string to be format is: versonex:linux-%s|%d|%d mhz|%dmb|%dmb|%s — you’ve spelt 'version' wrong mr threat actor.
"""Sentence 85",it’s very strange here that sprintf was used before rather than snprintf (which helps mitigate buffer overflows/format string exploits to an extent as the function knows the length of the buffer).
"""Sentence 86","programmers will usually be inclined to use one naturally over the other, this indicates to myself there may be more than one programmer whom is contributing to this malware."
"""Sentence 87","in the control flow we can then see that we try to then send this information on ‘mainsocket’, if the send is not successful (so, if we send 0) we branch to another subroutine and close the socket."
"""Sentence 88","image-title-here{:class=img-responsive}

for those not familiar with arm, the beq instruction basically says if the flag is set that they are equal then jump to address 0xcbd4."
"""Sentence 89","this subroutine simply closes the socket, as said before."
"""Sentence 90","we then move onto select, if this call is successful thence move onto reading data from the c2."
"""Sentence 91","we then read data from the c2, but first, we zero out the buffer that we are using and have a maximum size of 0x1380 that we want to receive."
"""Sentence 92","again, if this is not successful it then prints an error message and branches to a subroutine which closes the socket and cleans up."
"""Sentence 93","conclusion, so far..
it is obvious so far that this malware has been programmed by more than one author."
"""Sentence 94",we can also see so far that the author has experience in socket programming.
"""Sentence 95",the author is also using pascal case (likethis) and names certain functions such as getcpuinfo -- this could in turn indicate to us that the author is used to programming on windows.
"""Sentence 96","this is the end of this section, we will now move onto the details about the attack methods and what else the bot can be commanded to do."
