Number,Content
Sentence 24,The vulnerability CVE-2018-9866 targeted by the exploit stems from the lack of sanitization of XML-RPC requests to the set_time_config method.
Sentence 25,"Figure 2 shows the exploit used in the sample, with the payload highlighted."
Sentence 26,"
Figure 2 SonicWall set_time_config RCE format
"
Sentence 27,"

These samples first surfaced on August 5, less than a week after the publication of a Metasploit module for this vulnerability."
Sentence 28,"The SonicWall public advisory on the issue published on July 17, 2018, can be found here."
Sentence 29,The samples we found are built using the Gafgyt codebase rather than Mirai.
Sentence 30,Some of the commands supported are described in the table below.
Sentence 31,"
Command	Description
!"
Sentence 32,"* SCANNER <HUAWEI/GPON/DLINK/SONICWALL/OFF>	Based on arguments provided, the bot starts sending the associated exploit to devices."
Sentence 33,"·      HUAWEI: Send CVE-2017-17215 (See previous campaigns)

·      GPON: Same as above

·      DLINK: Send D-Link DSL 2750B OS Command Injection (see Table 2)

·      SONICWALL: Send exploit in Figure 2."
Sentence 34,"·      OFF: kills the running process associated with the bot

!"
Sentence 35,"* BIN_UPDATE <HTTP SERVER> <FILE LOCATION>	Fetches an update from <HTTP_SERVER>, saves it to <FILE_LOCATION>, installs update
!"
Sentence 36,"* BN <IP> <PORT> <TIME>	Launch a Blacknurse DDoS attack against <IP>:<PORT> for a duration of <TIME> seconds
Table 3 Some commands supported by variant with SonicWall exploit
"
Sentence 37,"

Blacknurse is a low bandwidth DDoS attack involving ICMP Type 3 Code 3 packets causing high CPU loads first discovered in November 2016."
Sentence 38,The earliest samples we have seen supporting this DDoS method are from September 2017.
Sentence 39,"
Conclusion
The incorporation of exploits targeting Apache Struts and SonicWall by these IoT/Linux botnets could be an indication of a larger movement from consumer device targets to enterprise targets."
Sentence 40,"
Palo Alto Networks AutoFocus customers can track these activities using individual exploit tags:

CVE-2017-5638
CVE-2018-9866
EnGeniusRCE
CVE-2017-6884
DLinkDSL2750BOSCmdInjection
GPONExploits
CVE-2017-17215
DLinkcommandphpRCE
DLinkOSInjection
NetgearRCE
VacronNVRRCE
AutoFocus customers can also use the following malware family tags:

Gafygt
ELFMirai
WildFire detects all related samples with malicious verdicts."
Sentence 41,"
Here is a list of other vulnerabilities targeted in the Mirai variant targeting Apache Struts:
Indicators of Compromise
"
Sentence 42,"
Samples with Apache Struts exploit CVE-2017-5638

d6648a36f55d6b8ffd034df7d04156d31411719ce9bc28e6d30c8427feacb397

710d56a90b5f61c7ae82fcf305d23d48476e4f237ffff9d68b961171f168f255

52274c46933c20aaf64fd4c11557143fcfdc76eef192743fafd1b3a8bed3f4d2

078eef70d754e9b64bc783f085846a2e8ae419653a79ed2386c4ade86fde68cb

ef090093496ccdab506848166a07554bfa74eb98a0546171b84fc73861f67c79

49cdb537f5e4081362545532a623f597212c8cea847cf9f2b2f1fe1f3cd0ec2f

99c22a0c0e252ab123fb3167f49d94dc12960b79565ca6dfd28f2ff5b0346348

ae2354a5d8b84fb6ea6fc4b9ca3060959d5c0c77684cd2100731df2a3c7a204e

1913cf8e65114136cc309e72c384b717f0aeaaeae0c040188648c4afebce1669

"
Sentence 43,"
Samples with Sonicwall GMS exploit CVE-2018-9866

1814c010f5e7391c7ea38850f9caf0771866e315f8d0c58c563818e71d30c208

29540468514cd48b6c2571722018dffb49d12f99c95b248a44a1455fff01acfb

39891a1c13e4e6ec9de410201f697d23c05e83a29ec0010c6c62c6829386e6a6

596270e91ccee3ec04a552bafde586af127ecac7141852edb9707ac6c4779a99

68b27935c7d064478339f7d95b57ff06ffa1efbd81009b4a2870c5cf3e0b0b35

92a4c6ae034c3a03c21b74bdc00264192e60a85deedd90b99a3e350758eb85c1

aab0ec600cdf57f28f9480ff3a9d3547f699af005c015b74c5c9e39a992570b6

d8fbf6d68993045b4840729c788665ab10c50c42b27246a290031664f3b956eb

dafe1b513183902692c8ba8b2a95fede7c13937e49bf21294de448df05edff18

f89d742c4d3312ac9bd707a9135235482c554e369cb646dcd97f6a14b4210136

fab034d705b3ad7a10101858daf5da93a88f8bfd509dee9b8072678b27290ed3

 
"
Sentence 44,"
Infrastructure

l[.]ocalhost[."
Sentence 45,"]host

185[.]10[.]68[."
Sentence 46,"]213

185[.]10[.]68[."
Sentence 47,]127
