Number,Content
Sentence 54,"16: ldxb 4*([14]&0xf)
Line 16 Instruction

17: ldh [x+0x10]
Line 17 Instruction

18: jeq 0x50, +0x9, +0x0
If the previously loaded value at line 17 matches 0x50, control jumps to line 28 (relative offset 0x9) else it jumps to line 19 (relative offset 0)."
Sentence 55,This instruction checks if the destination port number is 80.
Sentence 56,"19: jeq 0x1bb, +0x8, +0x7
If the previously loaded value at line 17 matches 0x1bb, control jumps to line 28 (relative offset 0x8) else it jumps to line 27 (relative offset 0x7)."
Sentence 57,This instruction checks if the destination port number is 443.
Sentence 58,"20: jeq 0x84, +0x1, +0x0
Line 20 Instruction

21: jeq 0x11, +0x0, +0x7
Line 21 Instruction

22: ldh [0x14]
Line 22 Instruction

23: jset 0x1fff, +0x5, +0x0
This instruction performs a bitwise AND operation between the previously loaded value at line 14 and 0x1fff."
Sentence 59,"If the result is non-zero, control jumps to line 29 (relative offset 0x5) else line 24 (relative offset 0)."
Sentence 60,This instruction basically looks at the value of the Fragment Offset field.
Sentence 61,"If it is non-zero, control jumps to line 29 else line 24."
Sentence 62,"24: ldxb 4*([14]&0xf)
Line 24 Instruction

25: ldh [x+0x10]
Line 25 Instruction

26: jeq 0x1bb, +0x1, +0x0
If the previously loaded value at line 25 matches 0x1bb, control jumps to line 28 (relative offset 0x1) else it jumps to line 27 (relative offset 0)."
Sentence 63,This instruction checks if the destination port number is 443.
Sentence 64,"27: jeq 0x16, +0x0, +0x1
If the previously loaded value matches 0x16, control jumps to line 28 (relative offset 0) else it jumps to line 29 (relative offset 0x1)."
Sentence 65,This instruction checks if the destination port number is 22.
Sentence 66,"28: ret 0x40000
A non-zero return indicates a packet match."
Sentence 67,"29: ret 0x0
A zero return indicates a packet no-match."
Sentence 68,"Summary
BPFDoor’s cBPF bytecode filters according to the following rules:

Match only on IPv4 or IPv6 packets."
Sentence 69,"Match only on TCP traffic on ports 80, 443 and 22."
Sentence 70,"In case of IPv4, don’t match on fragmented packets."
Sentence 71,There is no TCP fragmentation over IPv6.
Sentence 72,Match only on UDP/SCTP traffic on ports 443 and 22.
Sentence 73,In both IPv4 and IPv6 don’t match on fragmented packets.
Sentence 74,I think DeepInstinct’s blog about BPFDoor missed to point out that UDP traffic on only ports 443 and 22 are captured and not port 80.
Sentence 75,"BPFdoor guides the kernel to set up its socket to only read UDP, TCP, and SCTP traffic coming through ports 22 (ssh), 80 (http), and 443 (https)."
Sentence 76,The flowchart below shows the overall control flow of the BPF program:
