Number,Content
Sentence 65,"Architecture execution envs
x86
x86
x86-64
The processor architectures that the malware instance or family is executable on."
Sentence 66,"Implementation languages
c
c
c
The programming language(s) used to implement the malware instance or family."
Sentence 67,"Capabilities
controls-local-machine
controls-local-machine,
communicates-with-c2
controls-local-machine
Specifies any capabilities identified for the malware instance or family."
Sentence 68,"
Features
Malware Versions
Description
Name
Penquin
Penquin_2.0
Penquin_x64
Kill-chain Phases
Installation, C2
Installation, C2
Installation, C2
The list of kill chain phases for which this Malware instance can be used."
Sentence 69,"Malware Types
backdoor,
remote-access-trojan
backdoor,
remote-access-trojan
backdoor,
remote-access-trojan
The type of malware being described."
Sentence 70,"OS execution envs
linux
linux
linux
The operating systems that the malware family or malware instance is executable on."
Sentence 71,"Malware Instances (SHA256)
1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905,
3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4
8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667,
2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08,
5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8,
d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0
8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc
67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502
d9f2467ff11efae921ec83e074e4f8d2eac7881d76bff60a872a801bd45ce3d5
Specific malware samples belonging to the corresponding families
C2 Domains
news-bbc.podzone.org
C2 hardcoded domains
C2 IP and Ports
82.146.175.43:1773
C2 hardcoded IP addresses and ports
"
Sentence 72,"
3."
Sentence 73,"BUILD DATE ESTIMATION
Since the first confirmed reporting of Turla “Penquin” dates back to the end of 2014, we considered extremely important for the current analysis to estimate the build date of the new samples we found to be extremely important to our analysis."
Sentence 74,"Indeed, when we started this analysis, one of the first hypotheses we considered was that the new samples we detected could have been built before the publication of the first Kaspersky’s report in 2014."
Sentence 75,"In comparison to the Windows Portable Executable which has a compile timestamp field, the ELF file format does not provide any corresponding field that can be used for such a purpose."
Sentence 76,"Therefore, we considered several different approaches, which are fully described in Appendix A, such as analyzing the EI_ABIVERSION, or the epoch of the statically linked libraries."
Sentence 77,"As for the “Penquin_x64” set, the approach that in our opinion turned out to be the most reliable is based on the analysis of the embedded cron binaries, which is detailed in the following subsection."
Sentence 78,"3.1 Estimated date of the embedded binaries
Analyzing the “Penquin_x64” malware set, we found that these samples embed and execute the cron binary, used in linux OS to create pre-scheduled and periodic background jobs."
Sentence 79,"Indeed, samples belonging to this set try to mimic cron in order to hide themselves from the eyes of the user or system administrator, and they need the actual version of the binary to run it after their execution."
Sentence 80,"To support this hypothesis, we immediately verified that the cron binary each malware embeds was not trojanized, and that it was launched by the malware as a child process."
Sentence 81,"After extracting the embedded cron from the samples, we also noticed that each sample embeds a different version of the binary."
Sentence 82,"Therefore, we analysed the ABI field of the cron binaries we recovered, and we found the indicative time windows they have been built."
Sentence 83,"It was discovered that they included three different versions of cron, that have been built in three different time windows, but still the information that we have got was too inexact."
Sentence 84,Table 2 reports the outcome of this first analysis.
Sentence 85,"Cron hashes
ABI
GCC
Year
3309e8f29e53d56d177ab2ad4b814cd3d8215944a0bbe233e498766
1d1db5afd
2.6.32
>= 4.9.1
< 7.2.0
>=2014
<2017
dc17065fac8ce24aa6c344a45f12a0d0e3e4928d23b8aa6edad769b24f4c7a39
2.6.18
> 4.4.4
< 4.8.2
>2010
<2013
3609f24f314d2b95f9d607be8205ed8722b1457897d1eb222d950e38f84aa728
2.6.24
>= 4.8.2
< 4.9.1
>=2013
<2014
"
Sentence 86,"
In addition to the analysis of the ABI field of the cron instances, we also tried a different approach that is based on the following simple hypothesis: if these binaries have not been re-compiled by the attacker, then it is probable they have been taken from a Linux distribution."
Sentence 87,"Therefore, we downloaded the cron binary packages of several distributions, and we found with a simple sha256 comparison that those we were interested in have been released in Ubuntu and CentOS."
Sentence 88,"Furthermore, one of the three cron binaries has been released with Ubuntu 16.04 and 17.04, in April 2016 and April 2017 respectively."
Sentence 89,"Therefore, it is with high confidence that we can state that “Penquin_x64” was still being developed during those years, and that the last version we currently know about was compiled after April 2016."
Sentence 90,Table 3 summarises the results of the build date estimation based on this analysis.
Sentence 91,"Cron SHA256
Penquin_x64 SHA256 embedding the cron
Possible Linux Distributions
First known release date
3309e8f29e53d56d177ab2ad4b814cd3d8215944a0bbe233e4987661d1db5afd
d9f2467ff11efae921ec83e074e4f8d2eac7881d76bff60a872a801bd45ce3d5
>= Ubuntu 1604
<= Ubuntu 1704
April 2016 - April 2017
dc17065fac8ce24aa6c344a45f12a0d0e3e4928d23b8aa6edad769b24f4c7a39
67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502
Centos 6.7
Centos 6.8
Sep 2015- July 2016
3609f24f314d2b95f9d607be8205ed8722b1457897d1eb222d950e38f84aa728
8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc
Ubuntu 13.10
Ubuntu 14.04
October 2013 - April 2014
"
Sentence 92,"
Table 3 - Release date of the Linux distributions that include the cron binaries found in “Penquin_x64”
It can be observed that the results reported in Table 3 do not intersect perfectly those reported in Table 2, but from our analysis we believe this is the most reliable finding to give a lower bound to the build date of each sample belonging to the “Penquin_x64” set (Figure 5)."
Sentence 93,"
4."
Sentence 94,"MALWARE CAPABILITIES
In order to understand all the differences among the three Turla “Penquin” versions we have identified, we conducted deep analysis of all the available samples, including those already reported in 2014 and 2017."
Sentence 95,"A very important piece of code, that was not previously described in any analysis we know about, is used by the three malware sets:
result = trybuiltin(a2, v9, v10);
if ( !result ):
result = runcmd((int)v4, v9, (int)v10, a4);
The runcmd function is the one described by Kaspersky: “[the malware] reports its own PID and IP to the remote address, and starts an endless loop for receiving remote commands."
Sentence 96,"When a command arrives, it is executed with a ‘/bin/sh -c’ script” [1]."
Sentence 97,"However, the code snippet above highlights that before calling the runcmd function (that uses the /bin/sh technique previously described), it checks the result of another function, called trybuiltin in one of the rare samples that didn’t have the symbols stripped."
Sentence 98,"The trybuiltin function checks the received parameters against a hardcoded data structure, named cmdtab, and calls the corresponding command implemented in the malware, without resorting to the command line."
Sentence 99,"These commands are specified through command codes that are mapped to a list of functions (the full list with a detailed description is reported in the Section 3.3), that include: a do_upload function to send back to the C2 a file, a do_download function to download a remote file from the C2, and a do_exec function to download and execute a file."
Sentence 100,These commands add to the known stealth backdoor capabilities of this malware also the capabilities of a remote access trojan.
Sentence 101,"Additional implemented commands are: do_vsupload, do_vsdownlod, do_vslist, do_vsdelete, do_vsshutdown and do_vstat."
Sentence 102,"All the commands preceded by the string do_vs have something very important in common: they can be executed on a remote IP address and port that is received as input parameter, that is potentially, and highly probably, different from the C2."
Sentence 103,These commands will therefore establish a new encrypted connection with a third peer that is specified by the attacker.
Sentence 104,"The very detailed Ruag report published in 2016 already mentioned this capability of “Penquin”, but it didn’t give too many details."
Sentence 105,"In particular, the report by the GovCERT.ch says:
It [the malware] even contains a feature to access a linear filesystem at a third IP address (like a file repository), but we never found the corresponding server implementation [3]."
Sentence 106,"
As for the do_vsdelete and the do_vsshutdown functions, they are used to send two commands to the remote peer."
Sentence 107,"The binary code available in the malware does not allow to confirm what should be the result on the remote peer, but their names suggest that they will respectively delete and shutdown something."
Sentence 108,"It is highly possible that the do_vsdelete deletes a file on the remote peer, and that the do_vsshutdown executes the shutdown of the machine or kills the malware process."
Sentence 109,"The do_vslist function lists the files of the peer and sends back to the C2 a list with the following information: Description, File Name, Size and Status."
Sentence 110,"We presume at this time, that the presence of fields such as Status and Description may be related to some peer to peer file system functionalities."
Sentence 111,"4.1 “Penquins” differences and commonalities
The three malware sets have the same code base."
Sentence 112,"As a matter of fact, they share a lot of binary code."
Sentence 113,"For example, one of the features that remained unchanged among all the three malware sets is related to the encryption algorithm used to obfuscate the strings included in the binary."
Sentence 114,"This kind of technique is also peculiar of other tools used by Turla:
index = 0;
do{
_decrypted__buffer[index] = _xored__buffer[index] ^ (index + 0x5);
++index;
}
while ( index <= _xored__buffer_size);
"
Sentence 115,"
Another commonality of the three sets is related to the encryption algorithm used to communicate through the network."
Sentence 116,"Indeed, all the communications are encrypted with the BlowFish algorithm, and a symmetric key exchanged with Diffie Hellman."
Sentence 117,"Furthermore, the values that are used for the initialisation vector are always the same."
Sentence 118,"int __cdecl bf_crypt(int len, int a2, int key, int a4)
"
Sentence 119,"
Commonalities are more noticeable when considering the set of commands they can receive from the network, and the corresponding binary code to handle and execute them."
Sentence 120,"“Penquin” and “Penquin_2.0” share exactly the same set of commands, together with the main function that handles all of them."
Sentence 121,"These commands are organised in a data structure that the malware authors called cmdtab, previously mentioned, which will be fully described in Section 3.2."
Sentence 122,"These two malware versions, after the initialisation phase, basically share the same code to process the received commands:
while ( !feof(v10) )
{
memset(&v20, 0, 10240);
receiveData(srvfd, &v20, 10240, (int)&CStruct);
command(&v20, (int)&cmdtab, 1, srvfd);
fflush((int)v10);
sendEndOfData(srvfd, (int)&CStruct);
}
"
Sentence 123,"
Only a small part of code is slightly different, that is mainly related to the way “Penquin_2.0” recovers the hardcoded IP address and port of the C2 it has to connect to."
Sentence 124,"As a matter of fact, “Penquin_2.0” is the only one that has the C2 IP address and port hardcoded in itself at the end of the file."
Sentence 125,"As for the stealth backdoor capabilities, “Penquin_x64” and “Penquin” use the same technique to interact with the attacker: they leverage the libpcap library to sniff the network traffic, applying a filter to match a ‘magic’ packet."
Sentence 126,The filters they use are slightly different (they are reported in detail in Section 3.3).
Sentence 127,"On the contrary, “Penquin_2.0” malware set does not use the libpcap library to sniff the network traffic and it does not require root privileges to run."
Sentence 128,The IP address of the C2 is hardcoded at the very end of each sample.
Sentence 129,"However, the only IP address and port we have been able to recover is equal to 82.146.175[.]43:1773."
Sentence 130,"This IP address belonged to LunaSat ISP, a Lebanese satellite Internet Service Provider that has been used by Turla also in other cases [4]."
Sentence 131,"We think that other samples belonging to this set have been padded or resubmitted with the last portion of the binary modified, producing therefore additional IP addresses that may not be really used by the attacker."
Sentence 132,"For this reason, we do not report them as indicators of compromise."
Sentence 133,“Penquin_x64” is the only one that embeds the cron binary.
Sentence 134,"With respect to the other samples, several strings have been encrypted or removed, probably to avoid detection."
Sentence 135,"Furthermore, some portions of code have been removed."
Sentence 136,“Penquin_x64” uses the do_start method as the main function.
Sentence 137,"This function was present in the other versions already, available in cmdtab structure, but it has been slightly modified."
Sentence 138,"Indeed, in “Penquin” and “Penquin_2.0”, it was used to download an executable from the network, to save it to /tmp/.xdfg, and to execute and delete it after the execution."
Sentence 139,"“Penquin_x64” uses a different way to parse the incoming commands, and the do_start function seems to be related to this new feature."
Sentence 140,"In particular, the cmdtab data structure containing the codes of the commands to execute and the corresponding functions to call is not present anymore, even though the implementation of the functions is still there."
Sentence 141,"Therefore, the do_start function downloads a file (not an executable anymore) from the network, and it saves it to /root/.session."
Sentence 142,"The sample expects that the .session file must be encoded with the linux utility named uuencode, generally used to transmit binary files over transmission mediums that do not support other than simple ASCII data."
Sentence 143,"The resulting encoding will include both the binary file and its metadata, such as the original filename and the permissions."
Sentence 144,"“Penquin_x64” embeds the implementation of the counterpart of uuencode, that is the uudecode utility, that is then used to decode the file, leveraging the included metadata."
Sentence 145,"Since the binary code of “Penquin_x64” expects to execute a file named /root/.hsperfdata just after the decoding, we guess that this is the original name of the file that is received from the network, encoded in /root/.session."
Sentence 146,"The file /root/.hsperfdata is then executed through the command ‘/bin/sh -c’, capturing the standard output that is then redirected to a file."
Sentence 147,"
4.2 Commands description
Table 4 reports the full list of commands that are built-in in to the malware code of the three malware versions."
Sentence 148,This information is directly derived from the cmdtab data structure that is present in “Penquin” and “Penquin_2.0”.
Sentence 149,"Indeed, this data structure contains the command code, the corresponding function to execute when such a command code is received, the minimum and the maximum number of input parameters allowed."
Sentence 150,"As for “Penquin_x64”, the cmdtab data structure has been removed, but all the implemented functions are still present."
Sentence 151,"
Function name
Command code
Description
Num of input params
do_exit
quit
It makes the malware exit returning 0."
Sentence 152,It doesn’t return any feedback to the C2.
Sentence 153,"0
do_setenv
setenv
It adds a new environment variable or modifies it if it does not exist."
Sentence 154,It does not return any feedback to the C2.
Sentence 155,"2
do_cd
0x80D13E9
It re-implements the ‘cd’ command logic."
Sentence 156,HOME value is set to /tmp during the malware init code.
Sentence 157,"0 or 1
"
Sentence 158,"
{
int iv; // eax
int num = 0; // [esp+20h] [ebp-8h]
if ( a4 )
iv = key + 0x386C;
else
iv = key + 0x3864;
BF_ofb64_encrypt((_BYTE *)a2, (_BYTE *)a2, len, key + 10268, iv, &num);
return len;
}
"
Sentence 159,"
Function name
Command code
Description
Num of input params
do_download
___123!"
Sentence 160,"@#
It opens a local file in write mode."
Sentence 161,Its path is passed by the C2 as an input parameter.
Sentence 162,"If there are no errors, it sends back to the C2 the message __we_are_happy__, and receives the
content of the file to write on the disk."
Sentence 163,"1 or 2
do_upload
___456$$$
It opens a local file in read mode."
Sentence 164,"If there are no errors, it sends back to the C2 the message “__we_are_happy__”, followed by the file content."
Sentence 165,"1 or 2
do_start
___789&*(
It downloads an executable in /tmp/.xdfg."
Sentence 166,"It changes its permissions by adding the executable flag, and then it starts it by using a fork and the arguments passed as input parameters."
Sentence 167,"Finally, the executable is deleted from the file system."
Sentence 168,"[This function has been modified in “Penquin_x64”]
1 to 24
do_exec
___243)!#
It downloads an executable in /tmp/.xdfg (“Penquin” and “Penquin_2.0”) or in /tmp/.sync.pid (Penquin_x64)."
Sentence 169,"It changes its permissions by adding the executable flag, and then it runs it by using a fork the arguments passed as input parameters."
Sentence 170,"Finally, the executable is deleted from the file system."
Sentence 171,"0 to 24
do_vslist
___4396#?"
Sentence 172,"It establishes a new encrypted connection to an IP and port passed as argument from the network, and it sends to this peer the message “0x10”."
Sentence 173,Note that IP and port of the peer can be different from the C2 that sent the input command.
Sentence 174,"Successively, it sends back to the C2 files information received from the remote peer that are organized with the following fields: Description, FileName, Size, and Status."
Sentence 175,"Finally, it sends back to the C2 the message “Done!\n”."
Sentence 176,"The status can have one of the following values: “Ok”, “Size mismatch”,Unknown err,Remote VS is empty !\n."
Sentence 177,"2
do_vsupload
___43()*#
It establishes a new encrypted connection to an IP and port passed as argument from the network, and it sends to this peer the message “0x11”."
Sentence 178,"Successively, it reads a local file that is then sent to the peer through the established SSL channel, encrypted with the BlowFish algorithm."
Sentence 179,"It checks different error cases and when the command execution ends, it sends back to the C2 the message “Done!\n”."
Sentence 180,"3 to 4
"
Sentence 181,"
Function name
Command code
Description
Num of input params
do_vsdownlod
___526((@
It establishes a new encrypted connection to an IP and port passed as argument from the network, and it sends to this peer the message “0x12”."
Sentence 182,"Successively, it downloads a remote file in chunks (1024 bytes each) to a local file, which path is passed as argument."
Sentence 183,"If the number of downloaded bytes is zero, the local file is removed."
Sentence 184,"Finally, it sends back to the C2 the message “Done!\n” once the operation is completed."
Sentence 185,"3 to 4
do_vsdelete
___*32)(2
It establishes a new encrypted connection to an IP and port passed as argument from the network, and it sends to this peer the message “0x13”, followed by another argument."
Sentence 186,"At the end, it sends back to the C2 the message “Done!\n”."
Sentence 187,We speculate that one of the arguments is the remote path of the file to delete.
Sentence 188,"3
do_vsshutdown
___(@#*$5
It establishes a new encrypted connection to a remote peer (IP and port passed as arguments), and it sends to it the message “0x14”."
Sentence 189,"Successively, it sends the message “Done!\n” to the C2."
Sentence 190,"2
do_vsstat
___@&#872
It establishes a new encrypted connection to a remote peer (IP and port passed as arguments), and it sends to it the message “0x15”."
Sentence 191,"It receives data from the peer and successively, it sends back to the C2 the peer file system type and information about its available disk space."
Sentence 192,"2
Table 4 - List of commands that can be executed
"
Sentence 193,"
4.3 Magic packets for remote command execution
Once “Penquin_x64” completes the startup sequence, it is not ready to receive commands from the attacker yet."
Sentence 194,"It does not start a reverse shell, nor does it try to listen for incoming connections on any local port of the infected host."
Sentence 195,"It passively starts sniffing the incoming data on eth0 interface, searching for the right packet that matches all the required conditions."
Sentence 196,"The threat actor that is behind this tool, has taken considerable effort (and a lot of math) in such a small piece of code in order to make sure that only properly crafted packets can trigger an action on the running sample."
Sentence 197,"This is also due to the fact that, encoded in the activation packet, lies the IP address that the sample will try to contact to if all the conditions are matched."
Sentence 198,In this section we will describe such conditions and explain how to build the magic packet to make the Penquin happy (cit.).
Sentence 199,"The first condition, that we call pcap_condition, is the simplest one (it has also been described in previous analysis [1]): it consists of a pcap filter which is implemented through the libpcap library that is statically linked in the binary."
Sentence 200,"However, the filter applied by the stealth backdoor capability of “Penquin” and “Penquin_x64” is slightly different as reported below:
“Penquin” magic packet filter
(tcp[8:4] & 0xe007ffff = 0xe003bebe) or (udp[12:4] & 0xe007ffff = 0xe003bebe)
(tcp[8:4] & 0xe007ffff = 0x1bebe) or (udp[12:4] & 0xe007ffff = 0x1bebe)
“Penquin_x64” magic packet filter
(tcp[8:4] & 0xe007ffff = 0x6005bdbd) or (udp[12:4] & 0xe007ffff = 0x6005bdbd)
"
Sentence 201,"
It can be noticed that in both cases the malware checks for a specific four bytes value of the incoming packet."
Sentence 202,"TCP or, alternatively, UDP packets are considered by the filters."
Sentence 203,"However, since both constraints and actions taken by the sample are the same in either case, for the sake of simplicity, in the rest of this analysis we will focus on UDP packets only."
Sentence 204,"Even though the bitmask remained the same for all versions (0xe007ffff), the result value has changed between different releases (0xe003bebe or 0x1bebe became 0x6005bdbd)."
Sentence 205,"As will be detailed below, some bits of that DWORD are used to generate the final IP address that the sample will try to connect to."
Sentence 206,"In particular, this value influences four bits of the two most significant bytes of the C2 IP address."
Sentence 207,We have no evidence of the motivation that led the threat actor to change such bits.
Sentence 208,"However, the pcap_condition is only the tip of the iceberg since the constraints also involve the first 8 bytes of the packet (namely the first dword and the second dword) together with the source port used to send the packet."
Sentence 209,It is worth noting that this part of “Penquin_x64” didn’t change too much from the first version.
Sentence 210,A comparison between the control flow graph of “Penquin” and “Penquin_x64” is reported in Figure 6.
Sentence 211,"In the first part of the control flow graph, highlighted in Figure 6, both versions filter out protocols different from TCP or UDP."
Sentence 212,"The central portion seems to be different, but a closer look shows that they are very similar since the 32 bits version uses a call to an external function, while the 64 bits version uses the inlining of the same function."
Sentence 213,"The bottom part is again very similar, and it is related to the payload and source port constraints."
Sentence 214,"
The commented C code that we generated during the analysis is reported in the following code snippet."
Sentence 215,This piece of code replicates the behaviour of Penquin when it receives a packet that passes the pcap_condition.
Sentence 216,"In particular, it is used by the malware to retrieve the IP address it has to connect back to."
Sentence 217,"Note that in case the packet does not satisfy the mathematical constraints reported in this code snippet, then the sample will not open back any connection."
Sentence 218,"At first sight, it is not the easiest piece of C code you can find."
Sentence 219,The relation between the final IP address and the input values depends on several bitwise operations that must be fully understood in order to make further considerations.
Sentence 220,"UINT64 get_final_ip(UINT32 first_dword, UINT32 second_dword, UINT16 src_port)
{
UINT16 src_port_ror;
BYTE final_check_1;
BYTE final_check_2;
UINT32 final_check_3;
UINT32 final_check_5;
UINT32 ip_final;
UINT64 result;
src_port_ror = __ROR2__(src_port, 8);
/* Calculates conditions from input data */
final_check_1 = ((__ROR2__(second_dword, 8) & 0xE000) >> 10) | __ROR2__(second_dword, 8) & 7;
final_check_2 = (__ROR2__(second_dword, 8) & 0x18) >> 3;
final_check_3 = ((first_dword & 0x200) << 6) | 2 * (first_dword & 0x1C0) | src_port_ror & 0x7C7F;
final_check_5 = (first_dword & 0x3C00000u) >> 22;
ip_final = ((src_port_ror & 0x8000) >> 6) | ((src_port_ror & 0x380) >> 1) | ((__ROR2__(second_dword, 8) & 0x1E0) << 17) | first_dword & 0xFC3FFC3F;
/* Verify the conditions on the input data */
if (
((unsigned __int8)final_check_5 | (unsigned __int8)((__ROR2__(second_dword, 8) & 0x1E00) >> 5))
!=
((unsigned __int8)(HIBYTE(ip_final) ^ BYTE1(ip_final) ^ BYTE1(final_check_3)) ^
(unsigned __int8)(BYTE2(ip_final) ^ ip_final ^ final_check_3 ^
(final_check_1 | (final_check_2 << 6))))
)
result = 0;
else
result = ip_final;
return result;
}
"
Sentence 221,"
Figure 7 - Representation of the checks made by “Penquin” in order to retrieve the command and control IP address from a sniffed incoming activation packet."
Sentence 222,"A different representation of the commented C code is reported in Figure 7 where the relation between the input packets and the final destination IP address, as well as the conditions required by Penquin, are summarised."
Sentence 223,Every field is represented with a bit-level granularity since most of the operations are performed bitwise and do not align to the byte boundaries.
Sentence 224,"On top, there is the input data (that consists of two DWORDS and the source port) and the final IP address."
Sentence 225,The first DWORD is not considered by the pcap_condition so it can be set to an arbitrary value.
Sentence 226,"The second DWORD should appear familiar since it corresponds to the value specified in the pcap filter (for example, 0xbdbd0560 for “Penquin_x64” samples)."
Sentence 227,This DWORD is subject to the constraints of the pcap_condition.
