Number,Content
Sentence 40,The Gafgyt source code was published more than five years ago and is publicly available on GitHub for everyone to re-use.
Sentence 41,"Therefore, many of the analyzed samples implement one or more of Gafgyt capabilities."
Sentence 42,"At first, the analyzed files may seem to belong to the same family, but they contain certain differences in capabilities and main functionality."
Sentence 43,"
Common Sample
The common objective of the Gafgyt malware is to generate DDoS attacks via one of the few supported protocols."
Sentence 44,"Figure 4 shows how the corresponding commands look inside the malware:

Fig 4 supported commands
Figure 4."
Sentence 45,"A routine check of which supported commands were issued
"
Sentence 46,"
These commands allow threat actors to perform DDoS attacks by using several protocols and methods (e.g., UDP, TCP, ICMP and HTTP)."
Sentence 47,"In this case we see the usage of:

UDP flood
ICMP flood
TCP SYN flood
TCP ACK flood
TCP raw flood
HTTP flood
"
Sentence 48,"
Other common functionalities enable the malicious actors to verify the status of the bot, execute arbitrary commands on it, or kill the malicious process."
Sentence 49,"Additional functionality used by one of the analyzed samples includes:  

scanning and searching for other devices on demand and attempt to penetrate them (Figure 5)
using a hardcoded list of credentials (similar to the one used by Mirai botnet)

This capability is also present on the Gafgyt source code on GitHub:

char *usernames[] = {root\0, \0, admin\0, user\0, login\0, guest\0};

char *passwords[] = {root\0, \0, toor\0, admin\0, user\0, guest\0, login\0, changeme\0, 1234\0, 12345\0, 123456\0, default\0, pass\0, password\0}
"
Sentence 50,"
However, in the analyzed samples, the list of credentials has been extended to include some credentials listed in Mirai source code."
Sentence 51,"Fig 5 scanner credentials
Figure 5."
Sentence 52,"Credentials used by the scanner in the analyzed sample
"
Sentence 53,"
Unique Sample
The Gafgyt sample we analyzed uses a few defensive evasion techniques to conceal themselves and prolongate the infection."
Sentence 54,"Here are some of the most common unique functionalities:

Monitoring processes running on the system: One of the techniques used by this malicious sample is to list and continuously monitor all the processes running on the machine and to kill any running process that is not stored on a specific path."
Sentence 55,"For each process, the sample obtains the path of the executables resolving the symlink in /proc/PID/exe."
Sentence 56,"When obtained, the file path checks if it contains the substrings bin/ or lib/."
Sentence 57,"Interestingly, this feature corresponds to the command “stop” in the extended sample, while in the lightweight sample it is always executed."
Sentence 58,"Hiding the process name: At the very beginning of the execution and just after setting up a socket listening for incoming commands from the C2 server, the malware renames its process (e.g., to /bin/bash)."
Sentence 59,"To achieve this, it uses prctl syscall with an argument PR_SET_NAME, which allows it to set the name of the calling process to the values passed as a second argument."
Sentence 60,"
Fig 6 malware using prctl
Figure 6."
Sentence 61,"Malware using prctl to change its process name
"
Sentence 62,"
Active use of forks: To be able to segregate its functionality, malware will execute parts of the code in many separate forks, which can complicate the debugging."
Sentence 63,"As shown in Figure 7, one of them creates 15 different instances
"
Sentence 64,"
Fig 7 active use of forks
Figure 7."
Sentence 65,"Active use of forks in IoT malware
"
Sentence 66,"
Lightweight Sample
While conducting our analysis, we discovered a Gafgyt sample with minimal amounts of Gafgyt capabilities."
Sentence 67,"It supports only three commands, whereas the previously described samples have 12 different functionalities."
Sentence 68,One of the basic features of this sample is for the C2 server to be able to check if the bot is alive.
Sentence 69,"The C2 sends the command “PING” to the bot, and the bot will answer with “PONG” if it is up and running, as shown here:

if (!strcmp(argv[0], PING))

  {

sockprintf(mainCommSock, PONG!"
Sentence 70,");

return;

  }

Figure 8 shows the second and third functionalities in the function called botkill_and_udp_flood."
Sentence 71,"Fig 8 lightweight gafgyt
Figure 8."
Sentence 72,"Three capabilities inside the lightweight version of Gafgyt: ping, botkill and UDP flood attack."
Sentence 73,"
The botkill feature allows the C2 to send a command to kill the malicious process on the infected device, same as in the feature-rich sample described above."
Sentence 74,If the bot receives the command “botkill” it simply exits.
Sentence 75,"Fig 9 botkill functionality
Figure 9."
Sentence 76,"Botkill functionality
"
Sentence 77,"
Another way this functionality is implemented is by issuing a kill -9 PID command, as shown in Figure 10:

Fig 10 botkill command
Figure 10."
Sentence 78,"Another implementation of botkill command
"
Sentence 79,"
The UDP flood attack, exactly like in the other sample’s code, contains an infinite loop that calls sys_sendto which keeps sending UDP packets until this malicious program is killed."
Sentence 80,"Fig 11 UDP flood attack
Figure 11."
Sentence 81,"UDP flood attack inside the malicious sample code

"
Sentence 82,"
Conclusion
According to this research, threat actors may have various upgraded and downgraded variants of their malwares."
Sentence 83,"This could mean that they’re changing their tactics and evading detection, or it could be a part of a dark web cyber crime scheme to make additional profits by modulating the malware; additional features being added à la carte."
Sentence 84,Modifications include using different file names and IPs to evade detection and increase the longevity of an attack.
Sentence 85,"At Nozomi Networks, we distinguish between static and changing functionality to create robust detections that can help you keep track of different campaigns."
Sentence 86,"To protect your network and systems, it is necessary to monitor these changes and incorporate tactics that counter these attacks into your defense strategy."
Sentence 87,"Below are indicators associated with the malicious botnet discussed in this blog:

"
Sentence 88,"
IoCs
62.197.136.231
80.76.51.244
2b1cc052f78141d91e1bc40db25418359a05c4ad28d2cd55f6e503e4f78c1010
05e586d03dfb2c4a79372d46f2f4a8a91bf24d303017a0ce9f223263b28752a5"
