Number,Content
Sentence 30,"The overall functionality of these backdoors consists of the following methods:
Exfiltrating the collected data
Creating a bridge between a custom ssh server running locally and its C&C
Manipulating files (for instance, upload/download, create/delete, directory listing, modify attributes, and so on)
Serving as a proxy
Executing arbitrary shell commands and python scripts
Rootkit
We discovered two marginally different versions of the rootkit, used only one at a time, in each of the three backdoors."
Sentence 31,"There are significant differences between those two rootkits; however, certain aspects of them overlap."
Sentence 32,"Even though the rootkit versions are based on the suterusu open-source project, they contain several of FontOnLake’s exclusive, custom techniques."
Sentence 33,"Combined functionality of the two versions of the rootkit we discovered include:
"
Sentence 34,"
Process hiding
File hiding
Hiding itself
Hiding network connections
Exposing the collected credentials to its backdoor
Performing port forwarding
Magic packets reception (magic packets are specially crafted packets that can instruct the rootkit to download and execute another backdoor)
Following our discovery while finalizing our white paper on this topic, vendors such as Tencent Security Response Center, Avast and Lacework Labs published their research on what appears to be the same malware."
Sentence 35,All known components of FontOnLake are detected by ESET products as Linux/FontOnLake.
Sentence 36,Companies or individuals who want to protect their Linux endpoints or servers from this threat should use a multilayered security product and an updated version of their Linux distribution; some of the samples we have analyzed were created specifically for CentOS and Debian.
Sentence 37,"In the past we described an operation that shared certain behavioral patterns with FontOnLake; however, its scale and impact were much bigger."
Sentence 38,We dubbed it Operation Windigo and you can find more information about it in this white paper and this follow-up blogpost.
Sentence 39,Additional technical details on FontOnLake can be found in our comprehensive white paper.
Sentence 40,"IoCs
Samples
SHA-1	Description	Detection name
1F52DB8E3FC3040C017928F5FFD99D9FA4757BF8	Trojanized cat	Linux/FontOnLake
771340752985DD8E84CF3843C9843EF7A76A39E7	Trojanized kill
27E868C0505144F0708170DF701D7C1AE8E1FAEA	Trojanized sftp
45E94ABEDAD8C0044A43FF6D72A5C44C6ABD9378	Trojanized sshd
1829B0E34807765F2B254EA5514D7BB587AECA3F	Custom sshd
8D6ACA824D1A717AE908669E356E2D4BB6F857B0	Custom sshd
38B09D690FAFE81E964CBD45EC7CF20DCB296B4D	Backdoor 1 variant 1
56556A53741111C04853A5E84744807EEADFF63A	Backdoor 1 variant 2
FE26CB98AA1416A8B1F6CED4AC1B5400517257B2	Backdoor 1 variant 3
D4E0E38EC69CBB71475D8A22EDB428C3E955A5EA	Backdoor 1 variant 4
204046B3279B487863738DDB17CBB6718AF2A83A	Backdoor 2 variant 1
9C803D1E39F335F213F367A84D3DF6150E5FE172	Backdoor 2 variant 2
BFCC4E6628B63C92BC46219937EA7582EA6FBB41	Backdoor 2 variant 3
515CFB5CB760D3A1DA31E9F906EA7F84F17C5136	Backdoor 3 variant 4
A9ED0837E3AF698906B229CA28B988010BCD5DC1	Backdoor 3 variant 5
56CB85675FE7A7896F0AA5365FF391AC376D9953	Rootkit 1 version 1
72C9C5CE50A38D0A2B9CEF6ADEAB1008BFF12496	Rootkit 1 version 2
B439A503D68AD7164E0F32B03243A593312040F8	Rootkit 1 version 3
E7BF0A35C2CD79A658615E312D35BBCFF9782672	Rootkit 1 version 4
56580E7BA6BF26D878C538985A6DC62CA094CD04	Rootkit 1version 5
49D4E5FCD3A3018A88F329AE47EF4C87C6A2D27A	Rootkit 1 version 5
74D44C2949DA7D5164ADEC78801733680DA8C110	Rootkit 2 version 1
74D755E8566340A752B1DB603EF468253ADAB6BD	Rootkit 2 version 2
E20F87497023E3454B5B1A22FE6C5A5501EAE2CB	Rootkit 2 version 3
6F43C598CD9E63F550FF4E6EF51500E47D0211F3	inject.so
"
Sentence 41,"
C&Cs
From samples:
47.107.60.212
47.112.197.119
156.238.111.174
172.96.231.69
hm2.yrnykx.com
ywbgrcrupasdiqxknwgceatlnbvmezti.com
yhgrffndvzbtoilmundkmvbaxrjtqsew.com
wcmbqxzeuopnvyfmhkstaretfciywdrl.name
ruciplbrxwjscyhtapvlfskoqqgnxevw.name
pdjwebrfgdyzljmwtxcoyomapxtzchvn.com
nfcomizsdseqiomzqrxwvtprxbljkpgd.name
hkxpqdtgsucylodaejmzmtnkpfvojabe.com
etzndtcvqvyxajpcgwkzsoweaubilflh.com
esnoptdkkiirzewlpgmccbwuynvxjumf.name
ekubhtlgnjndrmjbsqitdvvewcgzpacy.name
"
Sentence 42,"
From internet-wide scan:
27.102.130.63
"
Sentence 43,"
Filenames
/lib/modules/%VARIABLE%/kernel/drivers/input/misc/ati_remote3.ko
/etc/sysconfig/modules/ati_remote3.modules
/tmp/.tmp_%RANDOM%
"
Sentence 44,"
Virtual filenames
/proc/.dot3
/proc/.inl
"
Sentence 45,"
MITRE ATT&CK techniques
This table was built using version 9 of the ATT&CK framework."
Sentence 46,"Tactic	ID	Name	Description
Initial Access	T1078	Valid Accounts	FontOnLake can collect at least ssh credentials."
Sentence 47,Execution	T1059.004	Command and Scripting Interpreter: Unix Shell	FontOnLake enables execution of Unix Shell commands.
Sentence 48,T1059.006	Command and Scripting Interpreter: Python	FontOnLake enables execution of arbitrary Python scripts.
Sentence 49,T1106	Native API	FontOnLake uses fork() to create additional processes such as sshd.
Sentence 50,T1204	User Execution	FontOnLake trojanizes standard tools such as cat to execute itself.
Sentence 51,Persistence	T1547.006	Boot or Logon Autostart Execution: Kernel Modules and Extensions	One of FontOnLake’s rootkits can be executed with a start-up script.
Sentence 52,T1037	Boot or Logon Initialization Scripts	FontOnLake creates a system start-up script ati_remote3.modules.
Sentence 53,T1554	Compromise Client Software Binary	FontOnLake modifies several standard binaries to achieve persistence.
Sentence 54,Defense Evasion	T1140	Deobfuscate/Decode Files or Information	Some backdoors of FontOnLake can decrypt AES-encrypted and serialized communication and base64 decode encrypted C&C address.
Sentence 55,T1222.002	File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification	FontOnLake’s backdoor can change the permissions of the file it wants to execute.
Sentence 56,T1564	Hide Artifacts	FontOnLake hides its connections and processes with rootkits.
Sentence 57,T1564.001	Hide Artifacts: Hidden Files and Directories	FontOnLake hides its files with rootkits.
Sentence 58,T1027	Obfuscated Files or Information	FontOnLake packs its executables with UPX.
Sentence 59,"T1014	Rootkit	FontOnLake uses rootkits to hide the presence of its processes, files, network connections and drivers."
Sentence 60,Credential Access	T1556	Modify Authentication Process	FontOnLake modifies sshd to collect credentials.
Sentence 61,Discovery	T1083	File and Directory Discovery	One of FontOnLake’s backdoors can list files and directories.
Sentence 62,T1082	System Information Discovery	FontOnLake can collect system information from the victim’s machine.
Sentence 63,Lateral Movement	T1021.004	Remote Services: SSH	FontOnLake collects ssh credentials and most probably intends to use them for lateral movement.
Sentence 64,Command and Control	T1090	Proxy	FontOnLake can serve as a proxy.
Sentence 65,T1071.001	Application Layer Protocol: Web Protocols	FontOnLake acquires additional C&C servers over HTTP.
Sentence 66,T1071.002	Application Layer Protocol: File Transfer Protocols	FontOnLake can download additional Python files to be executed over FTP.
Sentence 67,T1132.001	Data Encoding: Standard Encoding	FontOnLake uses base64 to encode HTTPS responses.
Sentence 68,T1568	Dynamic Resolution	FontOnLake can use HTTP to download resources that contain an IP address and port number pair to connect to and acquire its C&C.
Sentence 69,It can use dynamic DNS resolution to construct and resolve to a randomly chosen domain.
Sentence 70,T1573.001	Encrypted Channel: Symmetric Cryptography	FontOnLake uses AES to encrypt communication with its C&C.
Sentence 71,T1008	Fallback Channels	FontOnLake can use dynamic DNS resolution to construct and resolve to a randomly chosen domain.
Sentence 72,"One of its rootkits also listens for specially crafted packets, which instruct it to download and execute additional files."
Sentence 73,It also both connects to a C&C and accepts connections on all interfaces.
Sentence 74,T1095	Non-Application Layer Protocol	FontOnLake uses TCP for communication with its C&C.
Sentence 75,T1571	Non-Standard Port	Almost every sample of FontOnLake uses a unique non-standard port.
Sentence 76,Exfiltration	T1041	Exfiltration Over C2 Channel	FontOnLake uses its C&C to exfiltrate collected data.
