Number,Content
Sentence 31,"This proves that despite the recent Conti/Trickbot leaks havoc, the gang continues to operate uninterruptedly and attack primarily Western organizations for their financial benefits."
Sentence 32,"Technical analysis
The sample object of this analysis is an ELF compiled for the x64 processor architecture with the symbols not stripped."
Sentence 33,"Also, the sample has no obfuscation and it’s statically compiled with the OpenSSL library version 1.0.1e for the cryptographic operations of the ransomware."
Sentence 34,"The analyzed file can be identified by the following hashes:

File Name	encryptor.exe
MD5	cfb6d21ffe7c4279f761f2351c0810ee
SHA-1	ee827023780964574f28c6ba333d800b73eae5c4
SHA-256	95776f31cbcac08eb3f3e9235d07513a6d7a6bf9f1b7f3d400b2cf0afdb088a7
Command line arguments
On execution, the malware will first parse the command line arguments passed to it."
Sentence 35,The first parameter the malware will parse is the “--path” which is the path that the locker will encrypt and it must be specified or the ransomware will finish its execution.
Sentence 36,Figure 10.
Sentence 37,"Path argument parsing

Because the argument “--path” is mandatory it seems that the malware was designed to be ran directly by the operators and not independently as the Windows version of the ransomware."
Sentence 38,The second argument is “--file” which is parsed by the malware but not used in the code.
Sentence 39,The third argument is “--size” which is the partial size of the file that will be encrypted if the file is bigger than 5MB.
Sentence 40,"It can only be 10, 15, 20, 25, 30, 35, 40 or 50."
Sentence 41,Figure 11.
Sentence 42,"Size argument parsing

The third argument is “--detach”, which will make the malware run as a child process using the syscall fork from Linux and to disconnect the process from the terminal and continue encrypting even if the ssh session is discontinued/interrupted."
Sentence 43,"The fourth is “--log” which will receive a file as input, and it will write all the actions and error messages from the malware to that particular file."
Sentence 44,The fifth argument is “--prockiller” if set the malware will finish the execution of processes that have handles open to the file is being encrypted in order to liberate it.
Sentence 45,This functionality is explained on the Termination of processes section and in this build is disabled.
Sentence 46,The sixth argument is “--vmlist” which receives a file with a list of names of virtual machines the malware will exclude and not finish its execution.
Sentence 47,The seventh argument is “--vmkiller” which is responsible for calling the function “KillVIrtualMachines” and is discussed in the next section.
Sentence 48,Figure 12.
Sentence 49,"Conti arguments parsing

Killing virtual machines
If the “--vmkiller argument is passed to the command line, the malware will create a child process using the fork syscall and make the parent process wait till the execution of the child process finishes."
Sentence 50,"The newly created process will create a file named “vm-list.txt”, redirect the stdout file descriptor to the file and finally execute the command “esxcli vm process list” via the execlp function."
Sentence 51,Figure 13.
Sentence 52,"Listing virtual machines in the server

The aforementioned command is used to list the virtual machines on the ESXi server and to obtain the necessary information to stop their execution."
Sentence 53,"Next, the malware will read the file “vm-list.txt” created before and parse the world id and the display name."
Sentence 54,"Before killing the machine, it will check if the name of the machine is in the exclusion list which the actors named “g_vm_list” and it was passed via the command line."
Sentence 55,Figure 14.
Sentence 56,"Check if virtual machine must be skipped

If the name of the machine is not found on the exclusion list, the malware will fork the current process and issue the command “esxcli vm process kill --type=hard --world-id={WORLD_ID}” to force its shutdown."
Sentence 57,Figure 15.
Sentence 58,"Stop running virtual machines

Using this technique, the malware intends to release the files that these virtual machines may use so when the encryption is performed there are no access errors."
Sentence 59,"Termination of processes
The ransomware has the ability to terminate the processes running on the server, but in the ESXi builds it seems this functionality is disabled due to the fact that the function the developers named “KillProcess” is never called."
Sentence 60,"First, the malware will enumerate all the directories inside the directory “/proc” which contains information about processes and other system files."
Sentence 61,"If the name of the directory is a number, which indicates is a directory that contains information about a running process, it will enumerate the file descriptors opened by that process in the CheckPid function and if one of the file descriptors matches the name passed to the function it will send a kill syscall to the process to liberate the opened file."
Sentence 62,Figure 16.
Sentence 63,"Termination of processes

This functionality could be used by the malware if it can’t encrypt a file because it is open by other processes to kill those processes and make the file available to the ransomware."
Sentence 64,"Enumeration of files
After, finishing execution of the virtual machines the malware will start enumerating the directory specified with the “--path” argument."
Sentence 65,"First, the malware will create the ransom note on that directory with the name “readme.txt”."
Sentence 66,We will discuss its contents in the Ransom note section.
Sentence 67,Figure 17.
Sentence 68,"Dropping ransom note

To traverse the directory, the malware will call the function “readdir” which returns a pointer to a dirent structure with the information of the directory."
Sentence 69,Conti will skip the directories ‘.’ and ‘..’ which corresponds to the drive current and parent directory.
Sentence 70,"If the type of the entry of the dirent structure is “DT_DIR” which means it is a directory, it will recursively call the “SearchFiles” function to enumerate the files in the directory."
Sentence 71,Figure 18.
Sentence 72,"Recursive file enumeration

If the entry in the dirent structure is “DT_REG” which means it is a regular file, the malware will check if the filename contains “.conti” or is equal to “readme.txt” or contains “.sf”."
Sentence 73,"If that’s the case, it won’t encrypt the file."
Sentence 74,Figure 19.
Sentence 75,"Excluded files

The “.conti” extension it is checked to not double encrypt files, the readme.txt filename is verified to not encrypt the ransom note file and the “.sf” extension is checked to not encrypt files related to the VMFS filesystem volumes used by VMware ESXi."
Sentence 76,"Based on the size of the file, the malware will encrypt it partially or fully and will rename the file with the “.conti” extension to mark the file as encrypted."
Sentence 77,Figure 20.
Sentence 78,"Encryption routine

Encryption scheme
Conti uses the traditional hybrid encryption scheme combining a public-key and a symmetric-key."
Sentence 79,The malware has embedded the OpenSSL library and a public Salsa20 algorithm implementation in the binary.
Sentence 80,"First, the malicious file will load the RSA public key contained in the binary using the OpenSSL function PEM_read_bio_RSAPublicKey and the size of the modulus of the key is 4096 bytes."
Sentence 81,Figure 21.
Sentence 82,"Public key initialization

The malware uses Salsa20 as a symmetric algorithm to encrypt the files on the system by generating a random key and initialization vector using the “RAND_bytes” function of OpenSSL."
Sentence 83,For every file the malware is going to encrypt it will generate a new key and initialization vector.
Sentence 84,Figure 22.
Sentence 85,"Generation of Salsa20 key and the initialization vector

Conti will create a 50 bytes structure where it will store in the first value the Salsa20 key, on the second member will store the initialization vector, the third one will be the encryption size of the partial encrypt of the file (i.e."
Sentence 86,encryption_size is 100 for full encrypt) and the las one is a byte indicating the type of encryption of the file (i.e.
Sentence 87,16 for full encryption and 17 for partial encryption).
Sentence 88,"Lastly, it will encrypt the aforementioned structure and write it at the end of the file as necessary information for the decryptor to decrypt the files."
Sentence 89,Figure 23.
Sentence 90,"Encryption of key_info structure

Ransom note
When a computer is infected by Conti, a ransom note with the name “readme.txt” is created in the path that was parsed from the command line."
Sentence 91,The ransom note is embedded inside the binary and it’s not encrypted in any form.
Sentence 92,"An example is shown below:


Figure 24."
Sentence 93,"Conti ESXi ransom note

As most ransomware strains nowadays, Conti embeds a TOR support panel in the ransom note where the victim can contact the criminals to get the decryptor after the payment."
Sentence 94,"Logging
Conti has the ability to generate a log file if specified in the command line, which will log all the messages that the malware creates."
Sentence 95,Conti will generate debug messages to show which file is encrypting and also write error messages if there are any.
Sentence 96,Figure 25.
Sentence 97,"Example of log file

Besides the log file, Conti also creates a file in the current directory named “result.txt” where it writes the size of encrypted files and the number of files it has encrypted."
Sentence 98,Figure 26.
Sentence 99,"Example of results.txt file

Demo
In the following link you can see a video of the encryption process of a ESXi server."
Sentence 100,"First, the malware will stop the running virtual machine named Ubuntu VM and then encrypt all the files inside the path “/vmfs/volumes”."
Sentence 101,The result.txt file will contain the total encrypted size and the number of files encrypted and the conti_log.log file will contain the log messages of the malware.
Sentence 102,Figure 27.
Sentence 103,"Demo execution of the ransomware

Conclusion
In this report we have presented a technical overview of a recent Conti Linux sample targeting VMware ESXi servers and the functionalities included in the malware to increase the damage to the organizations it attacks."
Sentence 104,Analysis of Conti leaks revealed that the threat actors are continuously adjusting and improving their Linux variant of ransomware and it is likely in the future we will see more of its actions against Western organizations.
Sentence 105,Targeting ESXi Hypervisors and its virtual machines is of special interest for criminals because the impact on the organizations they attack is huge.
Sentence 106,Nowadays it is a common theme in the ransomware landscape to develop new binaries specifically to encrypt virtual machines and their management environments.
Sentence 107,"Since the sample of the Conti ransomware we analyzed was recently uploaded to VT, we presume that the ransomware group is still performing their campaigns and operations encrypting data from companies all around the world and extorting them for a ransom payment for their own personal gain."
Sentence 108,"Appendix A - MITRE ATT&CK Techniques
T1489	Impact	Service Stop	Conti has the ability to kill ESXi virtual machines and stop processes
T1486	Impact	Data Encrypted for Impact	Conti encrypts the files found on a specific path
T1082	Discovery	System Information Discovery	Conti launches commands to discover the running machines on the ESXi server
T1083	Discovery	File and Directory Discovery	Conti enumerates the files and directories on a specific path
T1059.004	Execution	Command and Scripting Interpreter: Unix Shell	Conti abuses Unix shell commands and scripts
T1106	Execution	Native API	Conti uses the fork() native API
Appendix B - YARA rule
rule RANSOM_Conti_Linux_Apr2022 : ransomware
{
meta:

description = Detects Conti Linux variant

author = Marc Elias | Trellix ATR Team

date = 2022-04-06


strings:

$str1 = .conti ascii fullword

$str2 = All of your files are currently encrypted by CONTI strain ascii fullword

$str3 = http://contirec ascii


condition:

uint32(0) == 0x464c457f and

filesize < 2MB and

all of them
}"
