Number,Content
Sentence 69,"after the successful call to the fork() api, the parent stops itself by returning “exit_success (0)”."
Sentence 70,"the purpose is to ensure that the child process is not a group process leader, which is a prerequisite for the setsid() api call to be successful."
Sentence 71,it then calls setsid() to detach itself from the controlling terminal.
Sentence 72,the daemon subroutine also has a provision to change the directory to the root directory (“/“) if the first parameter __nochdir is called with a value equal to “0”.
Sentence 73,one reason for the daemon process to change the directory to the root partition (“/“)is because running the process from the mounted file system prevents unmounting unless the process is stopped.
Sentence 74,"it passes the second parameter __noclose as “0” to redirect standard input, standard output, and standard error to /dev/null."
Sentence 75,it does this by calling dup2 on the file descriptor for /dev/null.
Sentence 76,the malware calls multiple signal apis to ignore a possible signal from the controlling terminal and detach the current process from the standard stream and hangup signals (sighup) when the terminal session is disconnected.
Sentence 77,"performing this evasive signal suppression helps stop the effects of standard libraries trying to write to standard output or standard error, or trying to read from standard input, which could stop the malware’s child process."
Sentence 78,"the api signal() sets the disposition of the signal signum to the handler, which is either sig_ign, sig_dfl, or the address of a programmer-defined signal handler."
Sentence 79,"in this case, the second parameter is set to “sig_ign=1”, which ignores the signal corresponding to signum."
Sentence 80,screenshot of how signals associated with terminal-related operations are ignored.
Sentence 81,"figure 6. ignore signals associated with the terminal-related operations
"
Sentence 82,"
xor-based encryption

as its name suggests, xorddos uses xor-based encryption to obfuscate data."
Sentence 83,it calls the dec_conf function to decode encoded strings using the xor key “bb2fa36aaa9541f0”.
Sentence 84,the table below shows the decoded values of the obfuscated data used across the malware’s various modules to conduct its activities.
Sentence 85,"encrypted strings	decoded value
m7a4nq_/na	/usr/bin/
m [(n3	/bin/
m6_6n3	/tmp/
m4s4nac/n&zv\x1aa/tb	/var/run/gcc.pid
m.[$n__#4%\c\x1ab]0	/lib/libudev.so
m.[$n3	/lib/
m4s4nac/na	/var/run/
!#ff3ve.-7\x17v[_	cat resolv.conf
<encrypted_remote_url>	hxxp://aa.hostasa[."
Sentence 86,"]org/config.rar
process name spoofing

when a process is launched, arguments are provided to its main function as null-terminated strings, where the first argument is always the process image path."
Sentence 87,"to spoof its process name, xorddos zeroes out all argument buffers while running and overrides its first argument buffer containing the image path with a fake command line, such as cat resolv.conf."
Sentence 88,diagram displaying how process name spoofing is achieved by modifying memory associated with argument vectors.
Sentence 89,figure 7. process name spoofing achieved by modifying memory associated with argument vectors.
Sentence 90,
Sentence 91,"
screenshot of the output of the 'ps -aef' containing an entry for cat resolv.conf."
Sentence 92,"figure 8. output of the ‘ps -aef’ contains an entry for “cat resolv.conf”
"
Sentence 93,"
kernel rootkit

some xorddos samples install a kernel rootkit, while others embed the rootkit in the xorddos binary."
Sentence 94,"upon execution, the xorddos binary drops the embedded rootkit component into the disk."
Sentence 95,a rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
Sentence 96,"the xorddos kernel rootkit generally has the following capabilities:

provide root access
hide the kernel module
hide the malware’s processes
hide the malware’s network connections and ports
based on the debug symbols found in the rootkit, it’s likely that xorddos’ rootkit code was inspired by open-source projects like suterusu and rooty."
Sentence 97,xorddos attempts to hide itself by invoking its rootkit.
Sentence 98,"the user mode malware calls the function getself(), which invokes readlink() to fetch the location of the malware file image on disk."
Sentence 99,screenshot of xorddos' code it uses for self-replication.
Sentence 100,figure 9. code used by xorddos for self-replication.
Sentence 101,
Sentence 102,"
after this step, the malware tries to read the contents of its image file and loads it into a memory buffer, then sends a request to unhide() the process and deletes the image on disk."
Sentence 103,the technique allows xorddos to bypass detection or minimize its malicious footprint.
Sentence 104,the xorddos rootkit parses the in-kernel list of loaded modules to remove itself and the protected malware from the list.
Sentence 105,this approach prevents tools like ismod from listing kernel-loaded modules.
Sentence 106,code screenshot of the rootkit's ability to list loaded modules and remove itself and the xorddos malware from the list.
Sentence 107,figure 10.
Sentence 108,__this_module refers to the current module that list_del tries to hide.
Sentence 109,
Sentence 110,"
the following table describes the symbols found in the rootkit and their corresponding functionalities:

function name  	description  
give_root  	provides a root privilege by setting a new set of credentials and assigning its uid, gid to “0”
module_hide	hides the rootkit kernel module
module_show	unhides the rootkit kernel module
get_udp_seq_show	hides the udp4 connection by hooking /proc/net/udphides the udp6 connection by hooking /proc/net/udp6
get_tcp_seq_show	hides the tcp4 connection by hooking /proc/net/tcphides the tcp6 connection by hooking /proc/net/tcp6
hide_udp4_port	adds a provided port to a list of hidden udp4 ports
unhide_udp4_port	deletes a provided port from a list of hidden udp4 ports
hide_udp6_port	adds a provided port to a list of hidden udp6 ports
unhide_udp6_port	deletes a provided port from a list of hidden udp6 ports
hide_tcp4_port	adds a provided port to a list of hidden tcp4 ports
unhide_tcp4_port	deletes a provided port from a list of hidden tcp4 ports
hide_tcp6_port	adds a provided port to a list of hidden tcp6 ports
unhide_tcp6_port	deletes a provided port from a list of hidden tcp6 ports
unhide_allz	iterates list of all hidden ports and deletes all entries
firewall_acceptip	adds an ip address provided to accept_ips list
unfirewall_acceptip	deletes a provided entry from accept_ips list
firewall_dropip	adds a provided ip address to drop_ips list
unfirewall_dropip	deletes a provided ip address to drop_ips list
hide_proc	adds a provided entry to hidden_procs list
unhide_proc	deletes a provided entry to hidden_procs list
"
Sentence 111,"
process and port hiding

the malware tries to hide its processes and ports using its kernel rootkit component."
Sentence 112,hiding a process assists the malware in evading rule-based detections.
Sentence 113,the /proc filesystem contains information related to all running processes.
Sentence 114,"a user-mode process can get any process specific information by reading the /proc directory that contains the subdirectory for each running process on the system, such as:

/proc/7728 – contains process-id (pid) 7728-related information
/proc/698 – contains pid 698-related information
running the strace -e open ps command checks the traces of the open call on /proc/$pid to fetch information on running processes as part of the ps command."
Sentence 115,"> strace -e open ps
open(“/proc/3922/status”, o_rdonly)     = 6
open(“/proc/4324/stat”, o_rdonly)       = 6
open(“/proc/4324/status”, o_rdonly)     = 6
open(“/proc/5559/stat”, o_rdonly)       = 6
open(“/proc/5559/status”, o_rdonly)     = 6
open(“/proc/5960/stat”, o_rdonly)       = 6
open(“/proc/5960/status”, o_rdonly)     = 6
open(“/proc/5978/stat”, o_rdonly)       = 6
open(“/proc/5978/status”, o_rdonly)     = 6
if the malware hides the $pid specific directory, it can conceal fetching the corresponding process from a user mode."
Sentence 116,"in this case, the malware has a provision for communicating with its rootkit component /proc/rs_dev by sending input and output control (ioctl) calls with additional information to take appropriate action."
Sentence 117,ioctl is one way to communicate between the user-mode service and kernel device driver.
Sentence 118,the malware uses the number “0x9748712” to uniquely identify its ioctl calls from other ioctl calls in the system.
Sentence 119,"along with this number, it also passes an integer array."
Sentence 120,"the first entry in the array corresponds to the command, and the second entry stores the value to act on, such as $pid."
Sentence 121,"command	usage
0	check if its rootkit driver is present
1, 2	hide or unhide <pid>
3	hide <port>
"
Sentence 122,"
hiding network connections

the rootkit also leverages kernel hooking to disrupt the regular invocation of various kernel system calls by substituting the original system call handler in the sys_call_table with its own."
Sentence 123,"the hook functions ensure that the events associated with xorddos’s malicious activity are filtered out, thus evading detection."
Sentence 124,the /proc/net interface provides information about currently active tcp connections and is implemented by kernel apis tcp4_seq_show() and tcp6_seq_show() .
Sentence 125,"utilities, such as netstat, acquire tcp/udp connection information from files named /proc/net/tcp and /proc/net/udp."
Sentence 126,"these files contain one entry per line, each indicating the source and destination port, the source and destination ip addresses, and other relevant information about the active connection."
Sentence 127,"the rootkit replaces the default read() system call with hook functions, filters the file read entries, and skips the port it intends to hide, further obfuscating c2 communications."
Sentence 128,"the following table lists kernel apis and their hook names used by the rootkit:

kernel api	hooked function by rootkit	function description
tcp4_seq_show()	n_tcp4_seq_show()	hiding /proc/net/tcp, tcpv4 connection
tcp6_seq_show()	n_tcp6_seq_show()	hiding /proc/net/tcp6, tcpv6 connection
udp4_seq_show()	n_ udp4_seq_show()	hiding /proc/net/udp, udpv4 connection
udp6_seq_show()	n_ udp6_seq_show()	hiding /proc/net/udp6, udpv4 connection
persistence mechanisms
xorddos uses various persistence mechanisms to support different linux distributions when automatically launching upon system startup, as detailed below."
Sentence 129,"init script

the malware drops an init script at the location /etc/init.d."
Sentence 130,init scripts are startup scripts used to run any program when the system starts up.
Sentence 131,"they follow the linux standard base (lsb)-style header section to include default runlevels, descriptions, and dependencies."
Sentence 132,screenshot of the content of the init script dropped at the location /etc/init.d/hflggwyfsc.elf.
Sentence 133,"figure 11. content of the init script dropped at the location /etc/init.d/hflggwyfsc.elf
"
Sentence 134,"
cron script

the malware creates a cron script at the location /etc/cron.hourly/gcc.sh.the cron script passes parameters with the following content:

screenshot of the contents of the gcc.sh script."
Sentence 135,"figure 12. content of the gcc.sh script
"
Sentence 136,"
it then creates a /etc/crontab file to run /etc/cron.hourly/gcc.sh every three minutes:

screenshot displaying the system command to delete the /etc/cron.hourly/gcc.sh entry from /etc/crontab file and add a new entry."
Sentence 137,"it reads system(sed -i \'/\\/etc\\/cron.hourly\\/gcc.sh/d\' /etc/crontab && echo \'*/3 * * * * root /etc/cron.hourly/gcc.sh\' >> /etc/crontab);
figure 13. system command to delete the /etc/cron.hourly/gcc.sh entry from the /etc/crontab file and add a new entry
"
Sentence 138,"
screenshot of a command that reads :*/3 * * * * root /etc/cron.hourly/gcc.sh
figure 14. the content of the file /etc/crontab
"
Sentence 139,"
system v runlevel

a runlevel is a mode of init and the system that specifies what system services are operating for unix system v-style operating systems."
Sentence 140,"runlevels contain a value, typically numbered zero through six, which each designate a different system configuration and allows access to a different combination of processes."
Sentence 141,"some system administrators set a system’s default runlevel according to their needs or use runlevels to identify which subsystems are working, such as whether the network is operational."
Sentence 142,"the /etc/rc<run_level> directory contains symbolic links (symlinks), which are soft links that point to the original file."
Sentence 143,these symlinks point to the scripts that should run at the specified runlevel.
Sentence 144,the malware creates a symlink for the init script dropped at the location /etc/init.d/<base_file_name> with the directories associated with runlevels 1 through 5 at /etc/rc<run_level>.d/s90<base_file_name> and /etc/rc.d/rc<run_level>.d/s90<base_file_name>.
Sentence 145,screenshot displaying the installation of rc.d directory's symlink scripts with /etc/init.d/<base_file_name>.
Sentence 146,"figure 15. installation of rc.d directory’s symlink scripts with /etc/init.d/<base_file_name>
auto-start services

the malware runs a command to install startup services that automatically run xorddos at boot."
Sentence 147,the malware’s linuxexec_argv2 subroutine runs the system api with the provided arguments.
Sentence 148,the commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
Sentence 149,"screenshot displaying chkconfig and update-rc.d commands installing the startup service
figure 16. chkconfig and update-rc.d commands install the startup service
argument-based code-flow
xorddos has specific code paths corresponding to the number of arguments provided to the program."
Sentence 150,this flexibility makes its operation more robust and stealthy.
Sentence 151,"the malware first runs without any argument and then later runs another instance with different arguments, such as pids and fake commands, to perform capabilities like clean-up, spoofing, and persistence."
Sentence 152,"before handling the argument-based control, it calls the readlink api with the first parameter as /proc/self/exe to fetch its full process path."
Sentence 153,the full path is used later to create auto-start service entries and read the file’s content.
Sentence 154,"in this section, we will cover the main tasks carried out as part of the different arguments provided:

1: standard code path without any provided arguments

this code path depicts the malware’s standard workflow, which is also the typical workflow where xorddos runs as part of the entries created in system start-up locations."
Sentence 155,"the malware first checks whether it’s running from the locations /usr/bin/, /bin/, or /tmp/."
Sentence 156,"if it’s not running from these locations, then it creates and copies itself using a 10-character string name on those locations, as well as /lib/ and /var/run/."
Sentence 157,it also creates a copy of itself at the location /lib/libudev.so.
Sentence 158,"to evade hash-based malicious file lookup, it performs the following steps, which modify the file hash to make every file unique:

opens the file for writing only
calls lseek (fd, 0, seek_end) to point at the last position in the file
creates a random 10-character string
writes the string at the end of the file with an additional null byte
after modifying the file, it runs the binary, performs a double fork(), and deletes its file from the disk."
Sentence 159,"screenshot displaying the end of the malware file containing two random strings, ‘wieegnexuk’ and ‘yybrdajydg,’ indicating that the original malware binary was modified twice
figure 17. the end of the malware file contains two random strings, ‘wieegnexuk’ and ‘yybrdajydg,’ indicating that the original malware binary was modified twice
"
Sentence 160,"
2: clean-up code path

in this code path, the malware runs with another argument provided as the pid, for example:

/usr/bin/jwvwvxoupv 4849
using the above example, the malware shares the 64-byte size memory segment with the ipc key “0xda718716” to check for another malware process provided as an argument."
Sentence 161,"if not found, it runs its own binary without any argument and calls the fork() api twice to make sure the grandchild process has no parent."
Sentence 162,"this results in the grandchild process being adopted by the init process, which disconnects it from the process tree and acts as an anti-forensic technique."
Sentence 163,"additionally, it performs the following tasks on a provided $pid:

fetches the process file name corresponding to the provided $pid
deletes the file for the provided $pid
deletes the installed init services:
deletes /etc/init.d/<file_name>
for runlevels 1-5, unlinks and deletes /etc/rc<runlevel>.d/s90<file_name>
performs the command chkconfig –del <file_name>
performs the command update-rc.d <file_name> remove
ends the process that was provided as an argument."
Sentence 164,"3: process name spoofing code path

the malware spawns new dropped binaries with two additional arguments: a fake command line and its pids, for example:

/usr/bin/jwvwvxoupv “cat resolv.conf” 4849
/usr/bin/jwvwvxoupv gnome-terminal 4849
/usr/bin/jwvwvxoupv top 4849
/usr/bin/jwvwvxoupv pwd 4849
/usr/bin/kagbjahdic id 4849
"
Sentence 165,"
the fake commands can include:

cat resolv.conf
netstat -an
bash
whoami
id
cd /etc
ifconfig eth0
ifconfig
echo “find”
uptime
sh
top
gnome-terminal
su
netstat -antop
grep “a”
who
ls -la
pwd
route -n
ps -ef
ls
sleep 1
"
Sentence 166,"
in this code path, the malware uses process name spoofing to hide from the process tree by modifying its fake command line at runtime."
Sentence 167,it then hides its process by calling hidepidport with command “1” and reads the content of the file on disk related to the current process.
Sentence 168,"it then enters a five-second loop to perform the following checks:

fetches the file name specific to the $pid provided as part of the third argument by calling the readlink api on /proc/$pid/exe."
Sentence 169,"if the readlink call fails, that likely indicates that the file on disk doesn’t exist."
Sentence 170,"in this case, it:
intends to delete all service-related entries for the $pid but fails."
Sentence 171,this appears to be due to a code flaw that allows a zeroed-out buffer to be passed as a service name when the buffer is supposed to be filled from a successful readlink api call.
Sentence 172,creates directories similar to the standard code path scenario.
Sentence 173,calls the stat api for the file /lib/libudev.so.
Sentence 174,"if the stat api returns a non-zero value, then it attempts to copy the content of the current process’s image-file fetched earlier to the following locations with a random name:
/usr/bin/
/bin/
/tmp/   
copies the /lib/libudev.so file to the same three directories listed above if the stat api call is successful on /lib/libudev.so."
Sentence 175,changes the hash of the written or copied file and then runs it without passing any parameters.
Sentence 176,"if the readlink call is successful and returns the count of bytes copied, sleeps for one second and then loops for the remaining time out of five seconds."
Sentence 177,unhides the current process and the $pid that was provided as part of the third argument.
Sentence 178,deletes the on-disk file for the current process.
Sentence 179,"4: known locations code path without any provided arguments

this code path is similar to the standard code path, with the main difference being that the malware runs from one of the following locations:

/usr/bin/
/bin/
/tmp/
once it runs from one of these locations, the malware calls the following functions to perform various tasks:

installsys – this function sets up the rootkit by extracting it under /usr/bin folder using a random name and loading it into the kernel."
Sentence 180,screenshot of the randomly-named files the xorddos rootkit extracts to the /usr/bin folder.
Sentence 181,"figure 18. dropped files with random string names in /usr/bin
"
Sentence 182,"
as mentioned in the xor-based encryption section, the encoded string m7a4nq_/na translates to the folder path /usr/bin when decoded with the multi-byte key 0xbb2fa36aaa9541f0."
Sentence 183,the /usr/bin folder path is where the rootkit is dropped.
Sentence 184,the dropped rootkit is further inserted into the linux kernel module using the insmod command.
Sentence 185,this is followed by the removal of the dropped rootkit from the disk.
Sentence 186,screenshot of the insmod command calling functions to drop the xorddos rootkit into the linux kernel.
Sentence 187,figure 19. screenshot of the xorddos binary code where the highlighted insmod command calls functions to drop the rootkit into the linux kernel module.
Sentence 188,
Sentence 189,"
xorddos uses /proc/rs_dev character device to communicate with the rootkit."
Sentence 190,"it calls the checklkm() function to see if the rootkit meets the installation requirements, such as an exact kernel header match and no technologies present that can block the rootkit’s installation, like secure boot or enforced signed loadable kernel module (lkm) loading."
Sentence 191,screenshot of the code where the xorddos binary uses the /proc/rs_dev device handle to access the rootkit.
Sentence 192,figure 20. the rootkit becomes accessible to the xorddos malware by using the device handle /proc/rs_dev.
Sentence 193,
Sentence 194,"
xorddos attempts to open /proc/rs_dev."
Sentence 195,"if the linux kernel module interface is up, xorddos sends an ioctl request with the unique identifier 0x9748712 with argument “0” to open two-way communication between the xorddos binary and its rootkit."
Sentence 196,addservice – creates the persistent auto-start entries previously mentioned so that the malware runs when the system starts.
Sentence 197,hidepidport – hides the malware’s ports and processes.
Sentence 198,"checklkm – checks whether the rootkit device is active or not, and to see if the rootkit meets the installation requirements, such as an exact kernel header match and no secure boot or other technologies that can block the rootkit’s installation."
Sentence 199,it uses a similar ioctl call with the number “0x9748712” and command “0” to find if the rootkit is active.
Sentence 200,"if the rootkit is active, it uses the owner value “0xad1473b8” and group value “0xad1473b8” to change the ownership of dropped files with the function lchown(<filename>, 0xad1473b8, 0xad1473b8)."
Sentence 201,"decrypt_remotestr – decodes remote urls using the same xor key, “bb2fa36aaa9541f0”, to decode config.rar and the other directories."
Sentence 202,"after decoding the urls, it adds them into a remote list, which is later used to communicate and fetch commands from the command and control (c2) server:
www.enoan2107.com:3306
www.gzcfr5axf6.com:3306
malicious activity threads
after creating persistent entries, deleting evidence of its activities, and decoding config.rar, the malware initializes a cyclic redundancy check (crc) table followed by an unnamed semaphore using the sem_init api."
Sentence 203,"this semaphore is initialized with apshared value set to “0”, making the resultant semaphore shared between all the threads."
Sentence 204,"the semaphore is used to maintain concurrency between threads accessing a shared object, such as kill_cfg data."
Sentence 205,"the malware then initializes three threads to perform malicious activities, such as stopping a process, creating a tcp connection, and retrieving kill_cfg data."
Sentence 206,"screenshot displaying the semaphore and malicious thread initialization
figure 21. semaphore and malicious thread initialization
"
Sentence 207,"
 kill_process

the kill_process thread performs the following tasks:

decodes encrypted strings
fetches file stats for /var/run/gcc.pid or, if none exist, then creates the file
fetches file stats for /lib/libudev.so or, if none exist, then creates the directory /lib and creates a copy of itself at the location /lib/libudev.so
fetches the on disk file information associated with the current process; if it fails, then exits the loop and stops the current process
reads the content from kill_cfg and performs the corresponding actions, like stopping the process or deleting files, based on the matching specified keys in the configuration file, such as:
md5=
filename=
rmfile=
denyip=
tcp_thread

the tcp_thread triggers the connection with the c2 server decoded earlier using decrypt_remotestr()."
Sentence 208,"it performs the following tasks:

reads the content of the file /var/run/gcc.pid to get a unique 32-byte magic string that identifies the device while connecting with the c2 server; if the file doesn’t exist, then it creates the file and updates it with a random 32-byte string."
Sentence 209,"calculates the crc header, including details of the device such as the magic string, os release version, malware version, rootkit presence, memory stats, cpu information, and lan speed."
Sentence 210,encrypts the data and sends it to the c2 server.
Sentence 211,waits to receive any of the following commands from the c2 server and then acts on the command using the exec_packet subroutine.
Sentence 212,"command	job
2	stop
3	create a thread pool for launching ddos attacks
6	download file
7	update file
8	send system information to the c2 server
9	get configuration file to stop processes
screenshot displaying code for the collection of system information."
Sentence 213,"figure 22. collection of system information
"
Sentence 214,"
daemon_get_killed_process

the daemon_get_killed_processthread downloads the kill_cfg data from the remote url decoded earlier (hxxp://aa[.]hostasa[.]org/config[."
Sentence 215,]rar) and decrypts it using the same xor key previously mentioned.
Sentence 216,it then sleeps for 30 minutes.
Sentence 217,screenshot displaying code for the daemon_get_killed_process thread function fetching and decoding the kill_cfg data from remote url.
