Number,Content
Sentence 29,"
Building the GUID
The downloader will then contact the C2 to fetch the following modules and plugins:
Linux.Plugin.Lightning.SsHijacker
Linux.Plugin.Lightning.Sshd
Linux.Plugin.Lightning.Nethogs
Linux.Plugin.Lightning.iftop
Linux.Plugin.Lightning.iptraf
"
Sentence 30,"
Lightning.Core
Resources fetched from the C2
The method of contacting the C2 will be described below in the malleable C2 section (click here to jump to that section)."
Sentence 31,The downloader will then execute the core module (kkdmflush).
Sentence 32,"lightning framework excution of core module
Execution of the core module
"
Sentence 33,"
Lightning.Core
The core module is the main module in this framework, it is able to receive commands from the C2 and execute the plugin modules."
Sentence 34,The module has many capabilities and uses a number of techniques to hide artifacts to remain running under the radar.
Sentence 35,"The core module modifies the name of the calling thread of the module to kdmflush, to make it appear that it is a kernel thread."
Sentence 36,"Using prctl to modify calling thread name
Next the core module sets up persistence by creating a script that is executed upon system boot."
Sentence 37,This is achieved by first creating a file located at /etc/rc.d/init.d/elastisearch.
Sentence 38,The name appears to typosquat elasticsearch.
Sentence 39,"
The following contents are written to the file:
#!/bin/bash
# chkconfig:2345 90 20
/usr/lib64/seahorses/kbioset &
"
Sentence 40,"
This script will execute the downloader module upon boot."
Sentence 41,The service is then added using the chkconfig utility.
Sentence 42,"
Creation of the init.d script and service
The timestamp of the file is modified to hide artifacts, a technique known as “timestomping”."
Sentence 43,"The file has its last modified time edited to match that of either whoami, find, or su."
Sentence 44,It will look for each file respectively until it finds one.
Sentence 45,This technique is used for most of the files that the framework creates.
Sentence 46,"
File timestamp modification function
The malware will attempt to hide its Process ID (PID) and any related network ports."
Sentence 47,This is achieved by writing the frameworks running PIDs to two files: hpi and hpo.
Sentence 48,These files are parsed and then the existence of the file proc/y.y is checked.
Sentence 49,"If the file exists, it means that a rootkit has been installed."
Sentence 50,"The PIDs are written to proc/y.y for use by the rootkit, which may scrub any reference to files running in the framework from commands such as ps and netstat."
Sentence 51,"Writing PID to proc/y.y if it exists (Indication that rootkit exists)
The core module will generate a GUID in the same manner as the downloader and contact the C2."
Sentence 52,The response is parsed and the command is executed.
Sentence 53,"The core module has the following commands:
Command	Description
SystemInfo	Fingerprints the machine
PureShellCommand	Runs Shell command
RunShellPure	Starts the Linux.Plugin.Lightning.Sshd (SSH Daemon) plugin
CloseShellPure	Terminates the Linux.Plugin.Lightning.Sshd plugin
Disconnect	Exits the Core module
GetRemotePathInfo	Collects the summary of given path
KeepAlive	No action, connection remains alive
UploadFileHeader	Checks access of file
FileEdit	Gets contents of file and time meta
TryPassSSH	Adds a public key to the root/.ssh/authorized_keys file
DeleteVecFile	Deletes the specified file or path
PreDownloadFile	Calculates a checksum of the file
DownloadFile	Sends a file to the C2
DeleteGuid	Removes the framework
UpdateVersion	Calls the Downloader module to update the framework
UpdateRemoteVersion	Updates the framework including the downloader
Socks5	Sets up a Socks5 proxy
RestorePlug	The same as UpdateVersion
GetDomainSetting	Fetches the contents of the malleable C2 configuration file (cpc)
SetDomainSetting	Updates the contents of the malleable C2 configuration file (cpc)
InstallKernelHide	Fetches the OS release
RemoveKernelHide	Removes kernel module
UpdateKernelVersion	Removes the kernel module and runs uname -r
OverrideFile	Overwrites specified file
UploadFileContent	Writes data sent from server to file
LocalPluginRequest	Either write the LD_PRELOAD rootkit or LKM rootkit
"
Sentence 54,"
Network Communication
Network communication in the Core and Downloader modules are performed over TCP sockets."
Sentence 55,The data is structured in JSON.
Sentence 56,The C2 is stored in a polymorphic encoded configuration file that is unique for every single creation.
Sentence 57,This means that configuration files will not be able to be detected through techniques such as hashes.
Sentence 58,The key is built into the start of the encoded file.
Sentence 59,"
Encoded malleable C2 configuration profile
The dynamic XOR decoding routine 
The decoded configuration is structured in JSON."
Sentence 60,The default configuration in the analyzed sample uses a local IP address 10.2.22.67 with the port 33229.
Sentence 61,"Decoded default configuration
There is a passive mode of communication available if the actor executes the RunShellPure command."
Sentence 62,This starts an SSH service on the infected machine with the Linux.Plugin.Lightning.Sshd plugin.
Sentence 63,"The plugin is an OpenSSH daemon that has hardcoded private and host keys, allowing the attacker to SSH into the machine with their own SSH key, creating a secondary backdoor."
Sentence 64,"Hardcoded keys inside the modified OpenSSH daemon
"
Sentence 65,"
Summary
The Lightning Framework is an interesting malware as it is not common to see such a large framework developed for targeting Linux."
Sentence 66,"Although we do not have all the files, we can infer some of the missing functionality based on strings and code of the modules that we do possess."
Sentence 67,Soon we will release a another blog about detection opportunities for Lightning Framework using osquery.
Sentence 68,We would like to extend a huge thanks to our friends and partners at IBM and SentinelOne for their help during investigating this threat.
Sentence 69,"IOCs for Lightning Framework
"
Sentence 70,"
Hashes
File	SHA256
Lightning.Downloader	48f9471c20316b295704e6f8feb2196dd619799edec5835734fc24051f45c5b7
Lightning.Core	fd285c2fb4d42dde23590118dba016bf5b846625da3abdbe48773530a07bcd1e
Linux.Plugin.Lightning.Sshd	ad16989a3ebf0b416681f8db31af098e02eabd25452f8d781383547ead395237
"
Sentence 71,"
Sigma Detection Rules
title: Lightning Framework File Path
status: experimental
description: Detects creation of files related to Lightning Framework."
Sentence 72,"author: Intezer
references:
   - https://www.intezer.com
logsource:
   product: linux
   category: file_create
detection:
   selection1:
      TargetFilename|startswith:
         - '/usr/lib64/seahorses/'
   selection2:   
      TargetFilename|contains:
         - 'kbioset'
         - 'cpc'
         - 'kkdmflush'
         - 'soss'
         - 'sshod'
         - 'nethoogs'
         - 'iftoop'
         - 'iptraof'
   condition: selection1 and selection2
falsepositives:
   - Unknown."
Sentence 73,"title: Lightning Default C2 Communication
status: experimental
description: Detects communication to default local ip for Lightning Framework
author: Intezer
references:
  - https://intezer.com
logsource:
  category: firewall
detection:
  select_outgoing:
    dst_ip: 10.2.22.67
    dst_port: 33229
  condition: select_outgoing
falsepositives:
  - Unknown."
Sentence 74,"
MITRE ATT&CK
Tactic	Technique	ID	Description
Persistence	Boot or Logon Initialization Scripts	T1037	An init.d script is used for persistence of downloader module
Persistence	SSH Authorized Keys	T1098.004	SSH keys can be added to the authorized_keys file
Defense Evasion	Obfuscated Files or Information	T1027	The C2 profile is encoded on disk
Defense Evasion	Deobfuscate/Decode Files or Information	T1140	The C2 profile is decoded with a dynamic XOR algorithm
Defense Evasion	Hide Artifacts	T1564	Many artifacts are hidden including ports, PIDs, and file timestamps
Defense Evasion	Masquerading	T1036	Many files are masqueraded as other files or tasks
Defense Evasion	Rootkit	T1014	LKM and LD_PRELOAD rootkits are used
Defense Evasion	Timestomp	T1070.006	Files created by Lightning are modified to match that of other utilities
Defense Evasion	File Deletion	T1070.004	The framework has the ability to remove itself
Discovery	File and Directory Discovery	T1083	The framework can list files and directories on infected systems
Discovery	Network Service Discovery	T1046	Multiple plugins can be used to perform network service discovery
Discovery	Network Sniffing	T1040	Multiple plugins can be used to perform network sniffing
Discovery	System Information Discovery	T1082	Lightning can perform detailed system fingerprinting
Command and Control	Data Encoding	T1132	Data from the C2 is encoded
Command and Control	Non-Application Layer Protocol	T1095	Communication with the C2 is performed over TCP
Command and Control	Proxy	T1090	The framework has the ability to start a Socks5 proxy
Command and Control	Exfiltration Over C2 Channel	T1041	Data can be exfiltrated"
