report,word,verb,objectType,prettyReg,match,label,sentence
Dofloo-MalwareMustDie.csv,0x00008000,have,MEM,mem_addr,0,0,"so as you can see it was served from sept 10th and is having 4 downloads (including me, one time)  the file looks like this:  1 2 3 4 5 6 $ ls -alf 1 -rwxr--r--  1 mmd  mmd  165,176 sep 10 10:21 1 $ md5 1 md5 (1) = 0bb68bd65d94f61b7b20117b99d8526c $ file 1 1: elf 32-bit lsb executable, arm, version 1 (gnu/linux), statically linked, stripped  well, we know is an arm binary, but i need more information, so i check the elf composition:  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15   entry point address:  0x2f118   start of program headers: 52 (bytes into file)   start of section headers: 0 (bytes into file)   flags: 0x4000002, has entry point, version4 eabi   size of this header: 52 (bytes)   size of program headers: 32 (bytes)   number of program headers: 2   size of section headers: 40 (bytes)   number of section headers: 0   section header string table index: 0   program headers:   type     offset   virtaddr   physaddr   filesiz memsiz  flg align   load     0x000000 0x00008000 0x00008000 0x282b1 0x282b1 r e 0x8000   load     0x000c24 0x000d0c24 0x000d0c24 0x00000 0x00000 rw  0x8000 now it's time for calculating the data, we know the size and we see the each load headers size which is just unfit, further, i don't see any section (either dynamic or static) nor relocation data that i can expect from an arm elf (they should have more symbols), which is strange."
Dofloo-MalwareMustDie.csv,182.254.180.241,be,NET,ip_addr,0,0,"1 2 .text:0x09e68 ldr  r0, =unk_0x08c5c4  <-- address to get the cnc ip address .text:0x09e68 <-- go down to hard-copied data:0x08c5c8 it's the ip 182.254.180.241  now we know the cnc is in 182.254.180.241 which is in: ?"
Dofloo-MalwareMustDie.csv,"0x6c00031a,",,MEM,mem_addr,0,0,",0x24,0xa,0 0x0002fcab                 dcb 0x0 ;; here goes the table.. 0x0002fcac                 dcd 0x9a8, 0x5f9, 0x500e, 0x6c00031a, 0x942c5302, 0x18d063cb 0x0002fcac                 dcd 0x49382ee, 0xd185e779, 0x57399e2e, 0xd24c892f, 0x1003ea02 0x0002fcac                 dcd 0x6a5a70c9, 0x2f701d6a, 0x6d0d9a7, 0xd2ec6754, 0x95ece49 [...]                      [...]  oh, silly me.. it is a upx, but, is it common and not modded one?"
Dofloo-MalwareMustDie.csv,sed,,PROC,^sed$,0,0,"1 2 3 4 5 6 7 8 9 10 11 .text:0x0a760  stmfd   sp!, {r4-r8,lr} .text:0x0a764  sub  sp, sp, #0x208 .text:0x0a768  add  r7, sp, #0x108 .text:0x0a76c  mov  r4, r0 .text:0x0a770  mov  r8, r1 .text:0x0a774  mov  r0, r7 .text:0x0a778  mov  r1, #0x100 .text:0x0a77c  bl   sub_0x026fb0 .text:0x0a780  ldr  r0,  <-- chattr -i /etc/crontab .text:0x0a784  bl   sub_0x0e3e0 .text:0x0a788  ldr  r0, <-- chmod +w /etc/crontab  adding the autostart entry in it:  1 2 3 4 5 6 7 8 9 10 .text:0x0a7dc ; xref: sub_0x0a760 .text:0x0a7dc  ldr  r1, <-- sed -i '/%s/d' /etc/crontab .text:0x0a7e0  mov  r2, r5 .text:0x0a7e4  mov  r0, r6    : .text:0x0a800  ldr  r1, <-- echo '*/1 * * * * root %s/%s %s' >> /etc/crontab .text:0x0a804  str  r8, [sp,#0x108+var_108] .text:0x0a808  bl   sub_0x0182dc .text:0x0a80c  mov  r0, r6 .text:0x0a810  bl   sub_0x0e3e0  create the file: /etc/.mysys, which later on found as the self copy attempt."
Dofloo-MalwareMustDie.csv,0x0002fcab,go,MEM,mem_addr,0,0,",0x24,0xa,0 0x0002fcab                 dcb 0x0 ;; here goes the table.. 0x0002fcac                 dcd 0x9a8, 0x5f9, 0x500e, 0x6c00031a, 0x942c5302, 0x18d063cb 0x0002fcac                 dcd 0x49382ee, 0xd185e779, 0x57399e2e, 0xd24c892f, 0x1003ea02 0x0002fcac                 dcd 0x6a5a70c9, 0x2f701d6a, 0x6d0d9a7, 0xd2ec6754, 0x95ece49 [...]                      [...]  oh, silly me.. it is a upx, but, is it common and not modded one?"
Dofloo-Securityaffairs.csv,"/etc/rc.d/rc.local,",,FILE,/etc/rc.*\.d/.*,0,0,"trend micro researchers also discovered that the latest variant of the aesddos bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local, as an autostart technique by appending the {malware path}/{malware file name} reboot command."
Dofloo-Securityaffairs.csv,23.224.59.34:48080,connect,NET,ip_addr,1,1,the malware also connects to 23.224.59.34:48080 to send and receive remote shell commands from the attacker.
Dofloo-Securityaffairs.csv,23.224.59.34:48080,connect,NET,ip_addr+port,1,1,the malware also connects to 23.224.59.34:48080 to send and receive remote shell commands from the attacker.
Dofloo-Securityaffairs.csv,/etc/rc.local,modify,FILE,/etc/rc\.local,1,1,"trend micro researchers also discovered that the latest variant of the aesddos bot can modify files i.e., /etc/rc.local and /etc/rc.d/rc.local, as an autostart technique by appending the {malware path}/{malware file name} reboot command."
Dofloo-SyscallParty.csv,‘uname’,,INFO,uname(.|$),0,0,"we can see that if the ‘uname’ call fails then “unknown” will be copied into the destination buffer which originally resided in r11, else if it is successful, will branch to 0xca8c."
Dofloo-SyscallParty.csv,/etc/rc.local,add,FILE,/etc/rc\.local,1,1,persistence persistence is achieved by the malware by adding to /etc/rc.local and the /etc/init.d/boot.local files (in the auto_boot function); however before it overwrites this file it first checks to see if it has already done so.
Dofloo-SyscallParty.csv,61.147.91.53.,,NET,ip_addr,0,0,we pass in the first parameter in the register ‘r0’ from the location 0xc1fc8 which has the value of 61.147.91.53. we put the return value os gethostbyname into register r3 then preform some arithmetic on it.
Dofloo-SyscallParty.csv,/proc/net/dev,read,FILE,/proc/net/dev,0,0,the way the malware gets information regarding the network adapter is reading the /proc/net/dev file.
Dofloo-SyscallParty.csv,/etc/rc.local,format,FILE,/etc/rc\.local,1,1,"a string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
Dofloo-SyscallParty.csv,/etc/rc.local,execute,FILE,/etc/rc\.local,0,0,the /etc/rc.local will execute certain commands after all of the systems' services have started.
Dofloo-SyscallParty.csv,sed,format,PROC,^sed$,0,0,"a string is formatted and the sed program is called which writes to the file in question (there are several string operations, such as sed -i -e '2 i%s/%s' /etc/rc.local is formatted for example)."
Dofloo-SyscallParty.csv,/proc/self/exe,,FILE,/proc/self,0,0,the main method then branches to function named get_executable_name which reads the symlink /proc/self/exe via readlink(..).
Dofloo-SyscallParty.csv,/etc/init.d/boot.local,add,FILE,/etc/init\.d/.*,1,1,persistence persistence is achieved by the malware by adding to /etc/rc.local and the /etc/init.d/boot.local files (in the auto_boot function); however before it overwrites this file it first checks to see if it has already done so.
Dofloo-SyscallParty.csv,vaddr=0x00013dec,give,MEM,mem_addr,0,0,which gives us the following output:  vaddr=0x00013dec paddr=0x0000bdec ord=5366 fwd=none sz=688 bind=global type=func name=main nice!
Dofloo-Trendmicro.csv,/proc/self/exe,,FILE,/proc/self,0,0, this backdoor gathers the following data:  cpu information memory statistics ip address of infected machine reads the following information from /proc: /proc/stat /proc/meminfo /proc/cpuinfo /proc/net/dev /proc/self/exe /proc/self/maps /proc/sys/vm/overcommit_memory /proc/sys/kernel/rtsig-max /proc/sys/kernel/ngroups_max /proc/sys/kernel/osrelease /proc/self/fd/%d/%s /proc/self/fd /proc/net other details 
Dofloo-Trendmicro.csv,/proc/stat,gather,FILE,/proc/stat,0,0, this backdoor gathers the following data:  cpu information memory statistics ip address of infected machine reads the following information from /proc: /proc/stat /proc/meminfo /proc/cpuinfo /proc/net/dev /proc/self/exe /proc/self/maps /proc/sys/vm/overcommit_memory /proc/sys/kernel/rtsig-max /proc/sys/kernel/ngroups_max /proc/sys/kernel/osrelease /proc/self/fd/%d/%s /proc/self/fd /proc/net other details 
Dofloo-Trendmicro.csv,/proc/net/dev,,FILE,/proc/net/dev,0,0, this backdoor gathers the following data:  cpu information memory statistics ip address of infected machine reads the following information from /proc: /proc/stat /proc/meminfo /proc/cpuinfo /proc/net/dev /proc/self/exe /proc/self/maps /proc/sys/vm/overcommit_memory /proc/sys/kernel/rtsig-max /proc/sys/kernel/ngroups_max /proc/sys/kernel/osrelease /proc/self/fd/%d/%s /proc/self/fd /proc/net other details 
Dofloo-Trendmicro.csv,/etc/rc.d/rc.local,,FILE,/etc/rc.*\.d/.*,0,0, installation  this backdoor adds the following processes:  sed -i -e '/exit/d' /etc/rc.local sed -i -e '/^\r\n|\r|\n$/d' /etc/rc.local sed -i -e '/%s/d' /etc/rc.local sed -i -e '2 i%s/%s' /etc/rc.local sed -i -e '2 i%s/%s start' /etc/rc.d/rc.local sed -i -e '2 i%s/%s start' /etc/init.d/boot.local backdoor routine 
Dofloo-Trendmicro.csv,/etc/rc.local,,FILE,/etc/rc\.local,0,0, installation  this backdoor adds the following processes:  sed -i -e '/exit/d' /etc/rc.local sed -i -e '/^\r\n|\r|\n$/d' /etc/rc.local sed -i -e '/%s/d' /etc/rc.local sed -i -e '2 i%s/%s' /etc/rc.local sed -i -e '2 i%s/%s start' /etc/rc.d/rc.local sed -i -e '2 i%s/%s start' /etc/init.d/boot.local backdoor routine 
Dofloo-Trendmicro.csv,sed,,PROC,^sed$,0,0, installation  this backdoor adds the following processes:  sed -i -e '/exit/d' /etc/rc.local sed -i -e '/^\r\n|\r|\n$/d' /etc/rc.local sed -i -e '/%s/d' /etc/rc.local sed -i -e '2 i%s/%s' /etc/rc.local sed -i -e '2 i%s/%s start' /etc/rc.d/rc.local sed -i -e '2 i%s/%s start' /etc/init.d/boot.local backdoor routine 
Dofloo-Trendmicro.csv,/etc/init.d/boot.local,start,FILE,/etc/init\.d/.*,0,0, installation  this backdoor adds the following processes:  sed -i -e '/exit/d' /etc/rc.local sed -i -e '/^\r\n|\r|\n$/d' /etc/rc.local sed -i -e '/%s/d' /etc/rc.local sed -i -e '2 i%s/%s' /etc/rc.local sed -i -e '2 i%s/%s start' /etc/rc.d/rc.local sed -i -e '2 i%s/%s start' /etc/init.d/boot.local backdoor routine 
